#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4642064116e+01    2.1452099193e+02   -2.8546811078e+01    1.3904746962e+01    4.3717314219e+00   -3.2918542500e+01    4.0000000000e+03    2.3112654686e-02    4.0591250000e-01
         1   -1.4674327769e+01    2.1545583769e+02   -2.8286407505e+01    1.3612079736e+01    4.3104683524e+00   -3.2596875858e+01    4.0000000000e+03    2.1145865321e-02    4.0407500000e-01
         2   -1.4668387910e+01    2.1529202810e+02   -2.8461345053e+01    1.3792957143e+01    4.3539290417e+00   -3.2815274094e+01    4.0000000000e+03    1.8983379006e-02    4.0391250000e-01
         3   -1.4668065225e+01    2.1528612315e+02   -3.3028713438e+01    1.8360648213e+01    4.4087157045e+00   -3.7437429143e+01    4.0000000000e+03    2.0396977663e-02    4.0588750000e-01
         4   -1.4634701505e+01    2.1428731206e+02   -2.8247590585e+01    1.3612889079e+01    4.4272870805e+00   -3.2674877665e+01    4.0000000000e+03    1.7787352204e-02    4.0416250000e-01
         5   -1.4647684833e+01    2.1468513612e+02   -3.0549981903e+01    1.5902297069e+01    4.3191338766e+00   -3.4869115779e+01    4.0000000000e+03    1.7730131745e-02    4.0771250000e-01
         6   -1.4626858174e+01    2.1407039310e+02   -2.9422157571e+01    1.4795299396e+01    4.4888243580e+00   -3.3910981929e+01    4.0000000000e+03    1.7636075616e-02    4.0840000000e-01
         7   -1.4649672995e+01    2.1475572532e+02   -2.6656805518e+01    1.2007132523e+01    4.4870083038e+00   -3.1143813822e+01    4.0000000000e+03    1.7838537693e-02    4.0897500000e-01
         8   -1.4627599111e+01    2.1408846164e+02   -2.9691355233e+01    1.5063756122e+01    4.3900608559e+00   -3.4081416089e+01    4.0000000000e+03    1.7697677016e-02    4.0437500000e-01
         9   -1.4641947362e+01    2.1451250889e+02   -2.8321306417e+01    1.3679359055e+01    4.3046469387e+00   -3.2625953356e+01    4.0000000000e+03    1.7727255821e-02    4.0616250000e-01
        10   -1.4651122288e+01    2.1477151850e+02   -2.8084309304e+01    1.3433187016e+01    4.4606094628e+00   -3.2544918766e+01    4.0000000000e+03    1.7689481378e-02    4.0685000000e-01
        11   -1.4649801227e+01    2.1474233874e+02   -2.9391544994e+01    1.4741743768e+01    4.3861272538e+00   -3.3777672248e+01    4.0000000000e+03    1.7579808831e-02    4.0231250000e-01
        12   -1.4656299955e+01    2.1491760544e+02   -2.7025613853e+01    1.2369313898e+01    4.4308464521e+00   -3.1456460305e+01    4.0000000000e+03    1.7881318927e-02    4.0635000000e-01
        13   -1.4638700111e+01    2.1440755871e+02   -2.8808749337e+01    1.4170049226e+01    4.2566898321e+00   -3.3065439169e+01    4.0000000000e+03    1.7922386527e-02    4.0820000000e-01
        14   -1.4626201863e+01    2.1404272458e+02   -2.7571273616e+01    1.2945071753e+01    4.3031507083e+00   -3.1874424325e+01    4.0000000000e+03    1.7825067043e-02    4.0613750000e-01
        15   -1.4623676352e+01    2.1396538209e+02   -2.7811205327e+01    1.3187528975e+01    4.2480101365e+00   -3.2059215463e+01    4.0000000000e+03    1.7819657922e-02    4.0807500000e-01
        16   -1.4655013892e+01    2.1489766215e+02   -3.1070634858e+01    1.6415620966e+01    4.4945656669e+00   -3.5565200525e+01    4.0000000000e+03    1.7915442586e-02    4.0322500000e-01
        17   -1.4623309891e+01    2.1397188060e+02   -3.1411761693e+01    1.6788451802e+01    4.3655395214e+00   -3.5777301214e+01    4.0000000000e+03    1.7821580172e-02    4.0526250000e-01
        18   -1.4621716609e+01    2.1392100958e+02   -3.0519619073e+01    1.5897902465e+01    4.4225620762e+00   -3.4942181150e+01    4.0000000000e+03    1.7998099327e-02    4.0418750000e-01
        19   -1.4671954993e+01    2.1538105238e+02   -2.7144284600e+01    1.2472329607e+01    4.2829848528e+00   -3.1427269453e+01    4.0000000000e+03    1.7950206995e-02    4.0816250000e-01
