#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4592975335e+01    2.1321029739e+02   -2.9135446488e+01    1.4542471154e+01    4.3634036966e+00   -3.3498850185e+01    4.0000000000e+03    1.4393955469e-02    4.0631250000e-01
         1   -1.4630751688e+01    2.1430257757e+02   -3.0498439716e+01    1.5867688028e+01    4.3519795132e+00   -3.4850419229e+01    4.0000000000e+03    2.0096465945e-02    4.0481250000e-01
         2   -1.4660031577e+01    2.1516943567e+02   -3.2433758913e+01    1.7773727336e+01    4.4552573749e+00   -3.6889016288e+01    4.0000000000e+03    1.6557753086e-02    4.0657500000e-01
         3   -1.4649707710e+01    2.1488455984e+02   -2.9511170650e+01    1.4861462940e+01    4.3325140048e+00   -3.3843684655e+01    4.0000000000e+03    1.3203948736e-02    4.0500000000e-01
         4   -1.4617991993e+01    2.1392204330e+02   -2.7996239204e+01    1.3378247211e+01    4.3402948089e+00   -3.2336534013e+01    4.0000000000e+03    1.1831432581e-02    4.0587500000e-01
         5   -1.4619615853e+01    2.1397337671e+02   -2.9308339162e+01    1.4688723310e+01    4.3507724834e+00   -3.3659111646e+01    4.0000000000e+03    1.2405499816e-02    4.0616250000e-01
         6   -1.4652081239e+01    2.1494302326e+02   -3.0455676243e+01    1.5803595004e+01    4.4365480972e+00   -3.4892224341e+01    4.0000000000e+03    1.1932596564e-02    4.0747500000e-01
         7   -1.4619657062e+01    2.1397946465e+02   -2.8426593253e+01    1.3806936191e+01    4.3895988532e+00   -3.2816192106e+01    4.0000000000e+03    1.1827707291e-02    4.0716250000e-01
         8   -1.4641500180e+01    2.1463233759e+02   -2.9203820827e+01    1.4562320647e+01    4.4102951754e+00   -3.3614116003e+01    4.0000000000e+03    1.1838912964e-02    4.0460000000e-01
         9   -1.4683138414e+01    2.1585829185e+02   -3.0876097900e+01    1.6192959487e+01    4.3853792132e+00   -3.5261477114e+01    4.0000000000e+03    1.1823892593e-02    4.0548750000e-01
        10   -1.4632181714e+01    2.1436240668e+02   -3.0048051160e+01    1.5415869446e+01    4.5073031746e+00   -3.4555354334e+01    4.0000000000e+03    1.1828020215e-02    4.0491250000e-01
        11   -1.4648581612e+01    2.1483515511e+02   -2.8154793909e+01    1.3506212298e+01    4.3424389800e+00   -3.2497232889e+01    4.0000000000e+03    1.1881202459e-02    4.0681250000e-01
        12   -1.4649572192e+01    2.1485948455e+02   -2.8681923660e+01    1.4032351468e+01    4.3181351048e+00   -3.3000058765e+01    4.0000000000e+03    1.1886179447e-02    4.0713750000e-01
        13   -1.4623137145e+01    2.1406955716e+02   -2.9753901764e+01    1.5130764619e+01    4.3996586210e+00   -3.4153560385e+01    4.0000000000e+03    1.1882260442e-02    4.0550000000e-01
        14   -1.4628672645e+01    2.1423216619e+02   -2.6272493575e+01    1.1643820930e+01    4.2467144441e+00   -3.0519208019e+01    4.0000000000e+03    1.2012422085e-02    4.0992500000e-01
        15   -1.4682909669e+01    2.1586420642e+02   -2.9536778142e+01    1.4853868473e+01    4.3683907180e+00   -3.3905168860e+01    4.0000000000e+03    1.2196958065e-02    4.0711250000e-01
        16   -1.4605470488e+01    2.1357400438e+02   -2.9737686703e+01    1.5132216214e+01    4.5133576519e+00   -3.4251044354e+01    4.0000000000e+03    1.2040838599e-02    4.0683750000e-01
        17   -1.4648079451e+01    2.1482521042e+02   -2.9045624484e+01    1.4397545033e+01    4.2925917105e+00   -3.3338216195e+01    4.0000000000e+03    1.2006402016e-02    4.0708750000e-01
        18   -1.4670800834e+01    2.1552213903e+02   -2.8639693600e+01    1.3968892767e+01    4.4229280503e+00   -3.3062621650e+01    4.0000000000e+03    1.1995822191e-02    4.0466250000e-01
        19   -1.4625438923e+01    2.1412385093e+02   -2.6268439856e+01    1.1643000933e+01    4.3088178894e+00   -3.0577257745e+01    4.0000000000e+03    1.2023895979e-02    4.0835000000e-01
        20   -1.4673131956e+01    2.1554808492e+02   -2.9583641189e+01    1.4910509233e+01    4.4368402431e+00   -3.4020481433e+01    4.0000000000e+03    1.1989235878e-02    4.0480000000e-01
        21   -1.4622402810e+01    2.1406446306e+02   -3.2388834766e+01    1.7766431957e+01    4.3513097990e+00   -3.6740144565e+01    4.0000000000e+03    1.1938109994e-02    4.0901250000e-01
        22   -1.4663375548e+01    2.1533284910e+02   -3.0714338726e+01    1.6050963178e+01    4.5980202625e+00   -3.5312358988e+01    4.0000000000e+03    1.2080177665e-02    4.0553750000e-01
        23   -1.4664085820e+01    2.1531222479e+02   -2.8855741757e+01    1.4191655937e+01    4.5226950078e+00   -3.3378436765e+01    4.0000000000e+03    1.2072458863e-02    4.0692500000e-01
        24   -1.4606704114e+01    2.1360586428e+02   -2.9407911428e+01    1.4801207314e+01    4.3964492500e+00   -3.3804360678e+01    4.0000000000e+03    1.1938303709e-02    4.0895000000e-01
        25   -1.4605229511e+01    2.1353696249e+02   -2.7037796772e+01    1.2432567261e+01    4.3769346090e+00   -3.1414731381e+01    4.0000000000e+03    1.1996611953e-02    4.0833750000e-01
        26   -1.4648710914e+01    2.1482522418e+02   -2.9801281065e+01    1.5152570151e+01    4.3281823252e+00   -3.4129463390e+01    4.0000000000e+03    1.2064382434e-02    4.0922500000e-01
        27   -1.4641018390e+01    2.1461031435e+02   -2.9085473755e+01    1.4444455365e+01    4.3941477541e+00   -3.3479621509e+01    4.0000000000e+03    1.2073934078e-02    4.0741250000e-01
        28   -1.4638587775e+01    2.1452953023e+02   -2.8589757371e+01    1.3951169596e+01    4.4006785332e+00   -3.2990435904e+01    4.0000000000e+03    1.1969879270e-02    4.0567500000e-01
        29   -1.4652416990e+01    2.1494303036e+02   -3.3351195623e+01    1.8698778633e+01    4.3876505626e+00   -3.7738846185e+01    4.0000000000e+03    1.2013703585e-02    4.0542500000e-01
        30   -1.4644350362e+01    2.1472308680e+02   -2.6554423050e+01    1.1910072688e+01    4.3903063310e+00   -3.0944729381e+01    4.0000000000e+03    1.2036487460e-02    4.0871250000e-01
        31   -1.4624535987e+01    2.1410828282e+02   -2.6704091480e+01    1.2079555493e+01    4.2570882457e+00   -3.0961179726e+01    4.0000000000e+03    1.2116506696e-02    4.1230000000e-01
        32   -1.4659304538e+01    2.1516264178e+02   -2.9790801850e+01    1.5131497312e+01    4.3683454801e+00   -3.4159147330e+01    4.0000000000e+03    1.2077197433e-02    4.0631250000e-01
        33   -1.4645062371e+01    2.1473625014e+02   -2.7879463878e+01    1.3234401506e+01    4.3247260717e+00   -3.2204189950e+01    4.0000000000e+03    1.2061476707e-02    4.0747500000e-01
        34   -1.4657224068e+01    2.1509089647e+02   -2.8326663386e+01    1.3669439318e+01    4.4513094431e+00   -3.2777972829e+01    4.0000000000e+03    1.2017965317e-02    4.0501250000e-01
        35   -1.4685497063e+01    2.1594005775e+02   -2.8942664199e+01    1.4257167136e+01    4.3629800233e+00   -3.3305644222e+01    4.0000000000e+03    1.2031093240e-02    4.0665000000e-01
        36   -1.4634535957e+01    2.1442121607e+02   -2.7177123303e+01    1.2542587346e+01    4.2441255134e+00   -3.1421248817e+01    4.0000000000e+03    1.2111857533e-02    4.0958750000e-01
        37   -1.4621794690e+01    2.1404130064e+02   -2.8731712024e+01    1.4109917334e+01    4.4925428863e+00   -3.3224254910e+01    4.0000000000e+03    1.1992961168e-02    4.0645000000e-01
        38   -1.4626901689e+01    2.1418667918e+02   -2.8955957273e+01    1.4329055584e+01    4.5641722822e+00   -3.3520129555e+01    4.0000000000e+03    1.1968225241e-02    4.0657500000e-01
