#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4629691631e+01    2.1415239168e+02   -2.8560828546e+01    1.3931136916e+01    4.3969501588e+00   -3.2957778705e+01    4.0000000000e+03    2.5340870023e-02    4.0731250000e-01
         1   -1.4628714565e+01    2.1412318329e+02   -2.8791835485e+01    1.4163120919e+01    4.3599394060e+00   -3.3151774891e+01    4.0000000000e+03    2.3854628205e-02    4.0298750000e-01
         2   -1.4641509561e+01    2.1450870704e+02   -2.9147668408e+01    1.4506158848e+01    4.3470852065e+00   -3.3494753615e+01    4.0000000000e+03    2.2437408566e-02    4.0843750000e-01
         3   -1.4629305960e+01    2.1414561579e+02   -2.9167199480e+01    1.4537893520e+01    4.5187518306e+00   -3.3685951311e+01    4.0000000000e+03    1.9887596369e-02    4.0603750000e-01
         4   -1.4649892132e+01    2.1474568704e+02   -2.8475286205e+01    1.3825394072e+01    4.2481163049e+00   -3.2723402509e+01    4.0000000000e+03    1.9559189677e-02    4.0535000000e-01
         5   -1.4655271600e+01    2.1492493981e+02   -2.9302775349e+01    1.4647503749e+01    4.4688823956e+00   -3.3771657744e+01    4.0000000000e+03    1.9791319966e-02    4.0223750000e-01
         6   -1.4637067563e+01    2.1436602238e+02   -2.8677372606e+01    1.4040305043e+01    4.2425051319e+00   -3.2919877738e+01    4.0000000000e+03    1.9565090537e-02    4.0846250000e-01
         7   -1.4631243968e+01    2.1419949158e+02   -2.9576726471e+01    1.4945482502e+01    4.3083761702e+00   -3.3885102641e+01    4.0000000000e+03    1.9762188196e-02    4.0981250000e-01
         8   -1.4673161641e+01    2.1542589487e+02   -2.7518375405e+01    1.2845213764e+01    4.3152877870e+00   -3.1833663192e+01    4.0000000000e+03    1.9633099437e-02    4.0792500000e-01
         9   -1.4644022241e+01    2.1457889648e+02   -2.9396139431e+01    1.4752117190e+01    4.3977120775e+00   -3.3793851509e+01    4.0000000000e+03    1.9549623132e-02    4.0522500000e-01
        10   -1.4639744970e+01    2.1445738023e+02   -2.8841989761e+01    1.4202244790e+01    4.4080969183e+00   -3.3250086679e+01    4.0000000000e+03    1.9507989287e-02    4.0522500000e-01
        11   -1.4651625268e+01    2.1480074105e+02   -2.9560118358e+01    1.4908493089e+01    4.3900721925e+00   -3.3950190550e+01    4.0000000000e+03    1.9429236650e-02    4.0546250000e-01
        12   -1.4659352827e+01    2.1504962223e+02   -3.2479082788e+01    1.7819729960e+01    4.4629364434e+00   -3.6942019231e+01    4.0000000000e+03    1.9354656339e-02    4.0252500000e-01
        13   -1.4663119920e+01    2.1513061029e+02   -2.7582188770e+01    1.2919068850e+01    4.4155491410e+00   -3.1997737911e+01    4.0000000000e+03    1.9620969892e-02    4.0957500000e-01
        14   -1.4629392357e+01    2.1414586109e+02   -2.8437657639e+01    1.3808265282e+01    4.3809816474e+00   -3.2818639287e+01    4.0000000000e+03    1.9514217973e-02    4.0830000000e-01
        15   -1.4629633873e+01    2.1416622029e+02   -3.4484581383e+01    1.9854947510e+01    4.3697507740e+00   -3.8854332157e+01    4.0000000000e+03    1.9473880529e-02    4.0417500000e-01
        16   -1.4645335339e+01    2.1462023370e+02   -2.9115253545e+01    1.4469918205e+01    4.4534879977e+00   -3.3568741542e+01    4.0000000000e+03    1.9510462880e-02    4.0590000000e-01
        17   -1.4630416895e+01    2.1418267234e+02   -2.8412298853e+01    1.3781881958e+01    4.3816144370e+00   -3.2793913290e+01    4.0000000000e+03    1.9446611404e-02    4.0418750000e-01
        18   -1.4620184987e+01    2.1391605111e+02   -3.2734620012e+01    1.8114435026e+01    4.6095248903e+00   -3.7344144903e+01    4.0000000000e+03    1.9227147102e-02    3.9977500000e-01
        19   -1.4669114128e+01    2.1530658255e+02   -2.7141173156e+01    1.2472059029e+01    4.4871527479e+00   -3.1628325904e+01    4.0000000000e+03    1.9939765334e-02    4.0765000000e-01
        20   -1.4644574727e+01    2.1458162365e+02   -2.7113581375e+01    1.2469006648e+01    4.4026304507e+00   -3.1516211826e+01    4.0000000000e+03    1.9637346268e-02    4.0821250000e-01
        21   -1.4653014197e+01    2.1486540593e+02   -3.0961638655e+01    1.6308624458e+01    4.3846713793e+00   -3.5346310035e+01    4.0000000000e+03    1.9486576319e-02    4.0706250000e-01
        22   -1.4627454448e+01    2.1410063466e+02   -3.2952774135e+01    1.8325319687e+01    4.3988952895e+00   -3.7351669424e+01    4.0000000000e+03    1.9467204809e-02    4.0273750000e-01
        23   -1.4642773974e+01    2.1455275057e+02   -2.7883462671e+01    1.3240688697e+01    4.3592444230e+00   -3.2242707094e+01    4.0000000000e+03    1.9473999739e-02    4.0616250000e-01
