#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4789264536e+01    2.1902062481e+02   -4.0057143330e+01    2.5267878794e+01    4.8046270528e+00   -4.4861770383e+01    1.6000000000e+01    2.6308000088e-04    3.7812500000e-01
         1   -1.4848379793e+01    2.2073070752e+02   -3.8572299017e+01    2.3723919224e+01    4.5807385168e+00   -4.3153037533e+01    1.6000000000e+01    8.5666775703e-05    4.0312500000e-01
         2   -1.4813524781e+01    2.1977042938e+02   -3.8280379638e+01    2.3466854857e+01    4.4675664785e+00   -4.2747946116e+01    1.6000000000e+01    7.7620148659e-05    3.8750000000e-01
         3   -1.4703599873e+01    2.1639676794e+02   -3.8472190443e+01    2.3768590569e+01    4.0383303784e+00   -4.2510520821e+01    1.6000000000e+01    7.9944729805e-05    4.1250000000e-01
         4   -1.4602048612e+01    2.1348342094e+02   -3.1819029449e+01    1.7216980838e+01    3.4916567258e+00   -3.5310686175e+01    1.6000000000e+01    8.8125467300e-05    4.1250000000e-01
         5   -1.4630374206e+01    2.1427835317e+02   -3.3807979370e+01    1.9177605164e+01    3.9260339889e+00   -3.7734013359e+01    1.6000000000e+01    7.9259276390e-05    3.8125000000e-01
         6   -1.4573400788e+01    2.1262741972e+02   -3.8188566308e+01    2.3615165520e+01    4.2707945858e+00   -4.2459360894e+01    1.6000000000e+01    8.1345438957e-05    4.5000000000e-01
         7   -1.4594621051e+01    2.1317410485e+02   -3.7614487006e+01    2.3019865955e+01    4.2954722908e+00   -4.1909959297e+01    1.6000000000e+01    7.0199370384e-05    3.4687500000e-01
         8   -1.4765389448e+01    2.1814929562e+02   -3.7113804987e+01    2.2348415539e+01    4.2184812715e+00   -4.1332286259e+01    1.6000000000e+01    7.5474381447e-05    3.9375000000e-01
         9   -1.4660078921e+01    2.1504626412e+02   -3.6129417397e+01    2.1469338476e+01    4.2925209373e+00   -4.0421938334e+01    1.6000000000e+01    7.3686242104e-05    3.4687500000e-01
