#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4536292194e+01    2.1161273181e+02   -2.8413611474e+01    1.3877319280e+01    4.9413242983e+00   -3.3354935773e+01    1.6000000000e+01    5.4851174355e-05    3.9375000000e-01
         1   -1.4365219406e+01    2.0678481832e+02   -2.6378481309e+01    1.2013261903e+01    4.9504112275e+00   -3.1328892537e+01    1.6000000000e+01    6.1154365540e-05    3.7500000000e-01
         2   -1.4752325296e+01    2.1790095107e+02   -2.6382344008e+01    1.1630018712e+01    4.1203072590e+00   -3.0502651267e+01    1.6000000000e+01    5.7637691498e-05    4.3437500000e-01
         3   -1.4665022996e+01    2.1532466652e+02   -2.6040068433e+01    1.1375045438e+01    4.1911735499e+00   -3.0231241983e+01    1.6000000000e+01    5.6549906731e-05    4.2812500000e-01
         4   -1.4293616749e+01    2.0472204661e+02   -2.5190286978e+01    1.0896670229e+01    4.4473991292e+00   -2.9637686107e+01    1.6000000000e+01    5.5119395256e-05    4.1250000000e-01
         5   -1.4290277074e+01    2.0451622683e+02   -2.6384592406e+01    1.2094315332e+01    4.3182787098e+00   -3.0702871115e+01    1.6000000000e+01    5.4731965065e-05    4.0625000000e-01
         6   -1.4500882736e+01    2.1060493824e+02   -2.4748556604e+01    1.0247673867e+01    3.8501585879e+00   -2.8598715192e+01    1.6000000000e+01    5.6117773056e-05    4.1562500000e-01
         7   -1.4556207161e+01    2.1226845233e+02   -2.4999487631e+01    1.0443280471e+01    3.8958076354e+00   -2.8895295267e+01    1.6000000000e+01    5.5059790611e-05    4.2500000000e-01
         8   -1.4590833479e+01    2.1308541462e+02   -2.5682274819e+01    1.1091441340e+01    4.0424144498e+00   -2.9724689269e+01    1.6000000000e+01    5.3867697716e-05    4.0000000000e-01
         9   -1.4551587188e+01    2.1242156472e+02   -2.7337027699e+01    1.2785440510e+01    4.0681800931e+00   -3.1405207792e+01    1.6000000000e+01    5.4821372032e-05    3.7187500000e-01
