#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4681200506e+01    2.1567559069e+02   -2.8626972347e+01    1.3945771841e+01    4.3192685983e+00   -3.2946240946e+01    4.0000000000e+03    2.1258249879e-02    4.0531250000e-01
         1   -1.4638769569e+01    2.1441910822e+02   -2.8327681076e+01    1.3688911507e+01    4.2694725117e+00   -3.2597153588e+01    4.0000000000e+03    2.1800577641e-02    4.0731250000e-01
         2   -1.4625725909e+01    2.1405232412e+02   -2.9466188596e+01    1.4840462687e+01    4.5115888666e+00   -3.3977777462e+01    4.0000000000e+03    2.3452237248e-02    4.0365000000e-01
         3   -1.4622561706e+01    2.1394268168e+02   -2.8140242510e+01    1.3517680805e+01    4.3417209483e+00   -3.2481963459e+01    4.0000000000e+03    1.9726470113e-02    4.0832500000e-01
         4   -1.4619403685e+01    2.1383756507e+02   -2.6992741635e+01    1.2373337950e+01    4.3386269587e+00   -3.1331368594e+01    4.0000000000e+03    1.9667997956e-02    4.0787500000e-01
         5   -1.4640283740e+01    2.1447227843e+02   -3.2227265151e+01    1.7586981411e+01    4.2934776900e+00   -3.6520742841e+01    4.0000000000e+03    1.9624173641e-02    4.0631250000e-01
         6   -1.4666605048e+01    2.1525130633e+02   -2.8400799304e+01    1.3734194256e+01    4.4006397173e+00   -3.2801439022e+01    4.0000000000e+03    1.9530326128e-02    4.0546250000e-01
         7   -1.4641161627e+01    2.1450446093e+02   -3.0855649789e+01    1.6214488162e+01    4.4180007912e+00   -3.5273650580e+01    4.0000000000e+03    1.9507929683e-02    4.0520000000e-01
         8   -1.4620161400e+01    2.1386924749e+02   -2.7537146576e+01    1.2916985177e+01    4.3573412824e+00   -3.1894487859e+01    4.0000000000e+03    1.9384518266e-02    4.0360000000e-01
         9   -1.4650506338e+01    2.1477558258e+02   -3.3026533729e+01    1.8376027391e+01    4.3934958288e+00   -3.7420029558e+01    4.0000000000e+03    1.9634097815e-02    4.0353750000e-01
        10   -1.4656508489e+01    2.1494036225e+02   -3.1041637881e+01    1.6385129393e+01    4.4256493188e+00   -3.5467287200e+01    4.0000000000e+03    2.0108595490e-02    4.0582500000e-01
