#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4597079330e+01    2.1359913415e+02   -2.8196195186e+01    1.3599115856e+01    4.3854217707e+00   -3.2581616957e+01    4.0000000000e+03    1.4218226075e-02    4.1176250000e-01
         1   -1.4616648647e+01    2.1409800401e+02   -2.8197435975e+01    1.3580787328e+01    4.4414698254e+00   -3.2638905801e+01    4.0000000000e+03    1.3671413064e-02    4.1126250000e-01
         2   -1.4627337336e+01    2.1441567469e+02   -3.1932572793e+01    1.7305235456e+01    4.5234091453e+00   -3.6455981938e+01    4.0000000000e+03    1.9751548767e-02    4.0755000000e-01
         3   -1.4547993758e+01    2.1211918601e+02   -2.7396999131e+01    1.2849005373e+01    4.4742773986e+00   -3.1871276530e+01    4.0000000000e+03    1.4180779457e-02    4.1092500000e-01
         4   -1.4604644390e+01    2.1378850930e+02   -2.8703918874e+01    1.4099274485e+01    4.3612769988e+00   -3.3065195873e+01    4.0000000000e+03    1.1365815997e-02    4.0746250000e-01
         5   -1.4599492614e+01    2.1360812049e+02   -2.7558477935e+01    1.2958985321e+01    4.4116999053e+00   -3.1970177840e+01    4.0000000000e+03    1.1364325881e-02    4.0886250000e-01
         6   -1.4578172579e+01    2.1296782339e+02   -2.8046186756e+01    1.3468014177e+01    4.2860549514e+00   -3.2332241708e+01    4.0000000000e+03    1.1292845011e-02    4.1058750000e-01
         7   -1.4574458718e+01    2.1284747316e+02   -2.7034332163e+01    1.2459873446e+01    4.3490440510e+00   -3.1383376214e+01    4.0000000000e+03    1.1344209313e-02    4.0758750000e-01
         8   -1.4585769177e+01    2.1319734781e+02   -2.8217643661e+01    1.3631874484e+01    4.4935815945e+00   -3.2711225255e+01    4.0000000000e+03    1.2169063091e-02    4.0785000000e-01
         9   -1.4627334573e+01    2.1443918189e+02   -2.9090590406e+01    1.4463255833e+01    4.4275099515e+00   -3.3518100358e+01    4.0000000000e+03    1.1298328638e-02    4.1010000000e-01
        10   -1.4584282416e+01    2.1315824269e+02   -2.9666726189e+01    1.5082443773e+01    4.3655150076e+00   -3.4032241196e+01    4.0000000000e+03    1.1270567775e-02    4.0923750000e-01
        11   -1.4622478706e+01    2.1427360499e+02   -2.9907909632e+01    1.5285430926e+01    4.7252575454e+00   -3.4633167178e+01    4.0000000000e+03    1.1310264468e-02    4.0398750000e-01
        12   -1.4608214807e+01    2.1384033440e+02   -3.0269319821e+01    1.5661105014e+01    4.5328869632e+00   -3.4802206784e+01    4.0000000000e+03    1.1461839080e-02    4.0618750000e-01
        13   -1.4606760133e+01    2.1384068149e+02   -3.0425291554e+01    1.5818531420e+01    4.3610054429e+00   -3.4786296996e+01    4.0000000000e+03    1.1705428362e-02    4.0955000000e-01
        14   -1.4613939967e+01    2.1405744417e+02   -2.9085080348e+01    1.4471140380e+01    4.3797629717e+00   -3.3464843320e+01    4.0000000000e+03    1.1623650789e-02    4.0873750000e-01
        15   -1.4609258862e+01    2.1389384166e+02   -2.9553677392e+01    1.4944418530e+01    4.4650782127e+00   -3.4018755605e+01    4.0000000000e+03    1.1554792523e-02    4.0717500000e-01
        16   -1.4572306019e+01    2.1279858906e+02   -2.6439622322e+01    1.1867316303e+01    4.4576690284e+00   -3.0897291350e+01    4.0000000000e+03    1.1605218053e-02    4.0957500000e-01
        17   -1.4614951467e+01    2.1409977094e+02   -2.7506537422e+01    1.2891585955e+01    4.3444812947e+00   -3.1851018717e+01    4.0000000000e+03    1.1576890945e-02    4.1140000000e-01
        18   -1.4599451410e+01    2.1359565120e+02   -2.7374648598e+01    1.2775197187e+01    4.4307197823e+00   -3.1805368380e+01    4.0000000000e+03    1.1673375964e-02    4.0930000000e-01
        19   -1.4591844112e+01    2.1341135572e+02   -2.8862188128e+01    1.4270344016e+01    4.4172797566e+00   -3.3279467885e+01    4.0000000000e+03    1.1594474316e-02    4.1040000000e-01
