#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4622868139e+01    2.1405984326e+02   -2.9028697593e+01    1.4405829454e+01    4.3792046050e+00   -3.3407902198e+01    4.0000000000e+03    1.3850748539e-02    4.0848750000e-01
         1   -1.4656018853e+01    2.1503288014e+02   -3.0883821156e+01    1.6227802303e+01    4.4417846048e+00   -3.5325605760e+01    4.0000000000e+03    1.9568592310e-02    4.0366250000e-01
         2   -1.4600703617e+01    2.1337329677e+02   -2.9028215938e+01    1.4427512321e+01    4.4551763657e+00   -3.3483392304e+01    4.0000000000e+03    1.5045776963e-02    4.0580000000e-01
         3   -1.4626254327e+01    2.1415062785e+02   -2.8493356020e+01    1.3867101693e+01    4.3517683524e+00   -3.2845124373e+01    4.0000000000e+03    1.3281315565e-02    4.0840000000e-01
         4   -1.4637779126e+01    2.1447613381e+02   -3.0151077754e+01    1.5513298628e+01    4.3439277495e+00   -3.4495005503e+01    4.0000000000e+03    1.1701062322e-02    4.0751250000e-01
         5   -1.4613106193e+01    2.1374135558e+02   -2.8605759545e+01    1.3992653353e+01    4.4030413231e+00   -3.3008800868e+01    4.0000000000e+03    1.1597961187e-02    4.0808750000e-01
         6   -1.4605109963e+01    2.1351319051e+02   -2.7264125574e+01    1.2659015612e+01    4.3409763215e+00   -3.1605101896e+01    4.0000000000e+03    1.1578261852e-02    4.0992500000e-01
         7   -1.4604796248e+01    2.1350678277e+02   -2.9169368489e+01    1.4564572241e+01    4.3121657952e+00   -3.3481534285e+01    4.0000000000e+03    1.2360796332e-02    4.1126250000e-01
         8   -1.4626068999e+01    2.1413479641e+02   -3.1092824669e+01    1.6466755670e+01    4.4189551871e+00   -3.5511779856e+01    4.0000000000e+03    1.1634930968e-02    4.0520000000e-01
         9   -1.4639546041e+01    2.1454172338e+02   -2.8565256121e+01    1.3925710081e+01    4.4304096318e+00   -3.2995665753e+01    4.0000000000e+03    1.1622607708e-02    4.0941250000e-01
        10   -1.4603307419e+01    2.1346862984e+02   -2.9331196947e+01    1.4727889527e+01    4.4707333019e+00   -3.3801930249e+01    4.0000000000e+03    1.1671379209e-02    4.0587500000e-01
        11   -1.4612215827e+01    2.1375137200e+02   -2.9587724248e+01    1.4975508422e+01    4.3816849141e+00   -3.3969409162e+01    4.0000000000e+03    1.1625707150e-02    4.0900000000e-01
        12   -1.4628628905e+01    2.1419724874e+02   -2.7701155620e+01    1.3072526715e+01    4.5316056378e+00   -3.2232761258e+01    4.0000000000e+03    1.1687085032e-02    4.0838750000e-01
        13   -1.4609761234e+01    2.1366454693e+02   -2.9915160584e+01    1.5305399351e+01    4.4379285894e+00   -3.4353089174e+01    4.0000000000e+03    1.1787012219e-02    4.0660000000e-01
        14   -1.4650945359e+01    2.1487216535e+02   -2.8854303191e+01    1.4203357832e+01    4.3638973841e+00   -3.3218200575e+01    4.0000000000e+03    1.1597558856e-02    4.0781250000e-01
        15   -1.4631396256e+01    2.1429395406e+02   -3.0624456051e+01    1.5993059795e+01    4.3170835786e+00   -3.4941539629e+01    4.0000000000e+03    1.1702328920e-02    4.0773750000e-01
        16   -1.4655735986e+01    2.1500888048e+02   -2.7745672606e+01    1.3089936620e+01    4.3832743147e+00   -3.2128946920e+01    4.0000000000e+03    1.1742174625e-02    4.0885000000e-01
        17   -1.4639930792e+01    2.1453835987e+02   -3.2033128472e+01    1.7393197680e+01    4.3860671855e+00   -3.6419195657e+01    4.0000000000e+03    1.2972190976e-02    4.0866250000e-01
        18   -1.4607334879e+01    2.1359323811e+02   -2.8335325011e+01    1.3727990132e+01    4.4755688090e+00   -3.2810893820e+01    4.0000000000e+03    1.1510655284e-02    4.0657500000e-01
        19   -1.4641528474e+01    2.1458189798e+02   -3.0107314816e+01    1.5465786342e+01    4.3437845365e+00   -3.4451099352e+01    4.0000000000e+03    1.1576175690e-02    4.0798750000e-01
