#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4653865829e+01    2.1499819314e+02   -2.8640262631e+01    1.3986396802e+01    4.3641024167e+00   -3.3004365047e+01    4.0000000000e+03    1.5970960259e-02    4.0676250000e-01
         1   -1.4627740890e+01    2.1419686189e+02   -2.6754084896e+01    1.2126344005e+01    4.3075339332e+00   -3.1061618829e+01    4.0000000000e+03    1.5000239015e-02    4.0715000000e-01
         2   -1.4613886283e+01    2.1385441782e+02   -2.8905673487e+01    1.4291787204e+01    4.5110496825e+00   -3.3416723169e+01    4.0000000000e+03    1.5533134341e-02    4.0685000000e-01
         3   -1.4619735729e+01    2.1401326725e+02   -2.9997730383e+01    1.5377994654e+01    4.3387788802e+00   -3.4336509263e+01    4.0000000000e+03    1.5660762787e-02    4.0643750000e-01
         4   -1.4639312381e+01    2.1456255947e+02   -2.8043379891e+01    1.3404067510e+01    4.4420557743e+00   -3.2485435665e+01    4.0000000000e+03    1.1883124709e-02    4.0596250000e-01
         5   -1.4661672047e+01    2.1524275046e+02   -2.9112495608e+01    1.4450823562e+01    4.3686866727e+00   -3.3481182281e+01    4.0000000000e+03    1.1816874146e-02    4.0485000000e-01
         6   -1.4615724527e+01    2.1386623028e+02   -2.9020743122e+01    1.4405018594e+01    4.5644329315e+00   -3.3585176053e+01    4.0000000000e+03    1.2110769749e-02    4.0608750000e-01
         7   -1.4605039640e+01    2.1355710740e+02   -2.8538010235e+01    1.3932970595e+01    4.4917762354e+00   -3.3029786471e+01    4.0000000000e+03    1.2047573924e-02    4.0636250000e-01
         8   -1.4634724978e+01    2.1442905809e+02   -2.8727772758e+01    1.4093047781e+01    4.4328132039e+00   -3.3160585962e+01    4.0000000000e+03    1.2028098106e-02    4.0575000000e-01
         9   -1.4665121134e+01    2.1535909167e+02   -2.7817427980e+01    1.3152306846e+01    4.3296813322e+00   -3.2147109313e+01    4.0000000000e+03    1.1972770095e-02    4.0493750000e-01
        10   -1.4656933199e+01    2.1509140238e+02   -3.3096519882e+01    1.8439586683e+01    4.4420658525e+00   -3.7538585734e+01    4.0000000000e+03    1.1962726712e-02    4.0532500000e-01
        11   -1.4622435670e+01    2.1407143318e+02   -2.7753901821e+01    1.3131466151e+01    4.3759447483e+00   -3.2129846569e+01    4.0000000000e+03    1.2053459883e-02    4.0730000000e-01
        12   -1.4627033514e+01    2.1418818900e+02   -2.8267562025e+01    1.3640528511e+01    4.4744692601e+00   -3.2742031285e+01    4.0000000000e+03    1.1982932687e-02    4.0573750000e-01
        13   -1.4641961328e+01    2.1465685831e+02   -2.9110349946e+01    1.4468388618e+01    4.3592819674e+00   -3.3469631914e+01    4.0000000000e+03    1.1987179518e-02    4.0600000000e-01
        14   -1.4641236690e+01    2.1459326895e+02   -3.1185455138e+01    1.6544218448e+01    4.2827817262e+00   -3.5468236864e+01    4.0000000000e+03    1.1986702681e-02    4.0635000000e-01
        15   -1.4644208918e+01    2.1473959451e+02   -3.0493882724e+01    1.5849673806e+01    4.4502482183e+00   -3.4944130942e+01    4.0000000000e+03    1.1988252401e-02    4.0421250000e-01
        16   -1.4618653681e+01    2.1395147537e+02   -2.9571696507e+01    1.4953042826e+01    4.4431567622e+00   -3.4014853269e+01    4.0000000000e+03    1.2053921819e-02    4.0460000000e-01
        17   -1.4641029132e+01    2.1462607169e+02   -3.1589059264e+01    1.6948030132e+01    4.4258163398e+00   -3.6014875604e+01    4.0000000000e+03    1.2059405446e-02    4.0577500000e-01
        18   -1.4624085663e+01    2.1411558677e+02   -2.7529827284e+01    1.2905741620e+01    4.3271643405e+00   -3.1856991624e+01    4.0000000000e+03    1.1995553970e-02    4.0691250000e-01
        19   -1.4612762232e+01    2.1377790624e+02   -3.0498735728e+01    1.5885973496e+01    4.3773100763e+00   -3.4876045805e+01    4.0000000000e+03    1.2081205845e-02    4.0546250000e-01
        20   -1.4632734882e+01    2.1436937441e+02   -3.1936720754e+01    1.7303985872e+01    4.4283268393e+00   -3.6365047593e+01    4.0000000000e+03    1.1959150434e-02    4.0531250000e-01
        21   -1.4628275193e+01    2.1419577632e+02   -2.6272159069e+01    1.1643883876e+01    4.2273134389e+00   -3.0499472508e+01    4.0000000000e+03    1.2139454484e-02    4.0996250000e-01
        22   -1.4633214956e+01    2.1435523768e+02   -2.9546612858e+01    1.4913397902e+01    4.3792509240e+00   -3.3925863782e+01    4.0000000000e+03    1.2450978160e-02    4.0792500000e-01
        23   -1.4658468521e+01    2.1515029583e+02   -2.9554937917e+01    1.4896469395e+01    5.0762930845e+00   -3.4631231001e+01    4.0000000000e+03    1.2247756124e-02    4.0701250000e-01
        24   -1.4657686170e+01    2.1510663204e+02   -2.9992236866e+01    1.5334550696e+01    4.4437699951e+00   -3.4436006861e+01    4.0000000000e+03    1.2191236019e-02    4.0312500000e-01
        25   -1.4631556485e+01    2.1432026291e+02   -3.1189224963e+01    1.6557668478e+01    4.4856340916e+00   -3.5674859054e+01    4.0000000000e+03    1.2065023184e-02    4.0398750000e-01
