#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4654282214e+01    2.1499792417e+02   -2.8623316386e+01    1.3969034172e+01    4.3178414195e+00   -3.2941157805e+01    4.0000000000e+03    2.0223662257e-02    4.0626250000e-01
         1   -1.4632539323e+01    2.1437481165e+02   -2.8636804226e+01    1.4004264903e+01    4.4031768870e+00   -3.3039981113e+01    4.0000000000e+03    1.9036948681e-02    4.0547500000e-01
         2   -1.4625080669e+01    2.1417025366e+02   -2.9151356086e+01    1.4526275417e+01    4.4435391959e+00   -3.3594895281e+01    4.0000000000e+03    1.6837447882e-02    4.0466250000e-01
         3   -1.4628846745e+01    2.1424881452e+02   -2.9201424722e+01    1.4572577976e+01    4.4543322700e+00   -3.3655756992e+01    4.0000000000e+03    1.2973666191e-02    4.0453750000e-01
         4   -1.4617450201e+01    2.1394230481e+02   -3.2317227943e+01    1.7699777742e+01    4.5931248427e+00   -3.6910352786e+01    4.0000000000e+03    1.3485014439e-02    4.0330000000e-01
         5   -1.4652703948e+01    2.1495023173e+02   -2.8913750588e+01    1.4261046640e+01    4.3390114929e+00   -3.3252762081e+01    4.0000000000e+03    1.3454422355e-02    4.0355000000e-01
         6   -1.4641950565e+01    2.1464139879e+02   -2.9253341200e+01    1.4611390635e+01    4.6034985229e+00   -3.3856839722e+01    4.0000000000e+03    1.3414725661e-02    4.0688750000e-01
         7   -1.4640545291e+01    2.1460670110e+02   -2.8650677537e+01    1.4010132246e+01    4.3348145151e+00   -3.2985492052e+01    4.0000000000e+03    1.3443931937e-02    4.0756250000e-01
         8   -1.4623343292e+01    2.1412695488e+02   -2.8692033634e+01    1.4068690342e+01    4.4534686216e+00   -3.3145502256e+01    4.0000000000e+03    1.3483300805e-02    4.0660000000e-01
         9   -1.4631132330e+01    2.1433322850e+02   -2.7709767919e+01    1.3078635589e+01    4.3480071615e+00   -3.2057775081e+01    4.0000000000e+03    1.3439431787e-02    4.0690000000e-01
        10   -1.4657174291e+01    2.1509116400e+02   -2.6394123987e+01    1.1736949696e+01    4.3995991285e+00   -3.0793723115e+01    4.0000000000e+03    1.3450443745e-02    4.0841250000e-01
        11   -1.4627768610e+01    2.1422870206e+02   -2.9198499661e+01    1.4570731051e+01    4.5278194824e+00   -3.3726319143e+01    4.0000000000e+03    1.3521179557e-02    4.0672500000e-01
        12   -1.4621344517e+01    2.1404447721e+02   -2.9305670426e+01    1.4684325909e+01    4.4330907038e+00   -3.3738761130e+01    4.0000000000e+03    1.3430088758e-02    4.0601250000e-01
        13   -1.4630404647e+01    2.1431375932e+02   -2.8313368732e+01    1.3682964085e+01    4.4347843491e+00   -3.2748153081e+01    4.0000000000e+03    1.3464242220e-02    4.0741250000e-01
        14   -1.4653885972e+01    2.1502264382e+02   -3.0966265625e+01    1.6312379652e+01    4.3646217654e+00   -3.5330887390e+01    4.0000000000e+03    1.3384401798e-02    4.0497500000e-01
        15   -1.4635814640e+01    2.1444568543e+02   -2.7340566431e+01    1.2704751791e+01    4.4180244648e+00   -3.1758590896e+01    4.0000000000e+03    1.3411253691e-02    4.0537500000e-01
        16   -1.4629747800e+01    2.1428860394e+02   -2.8510110685e+01    1.3880362885e+01    4.3679055600e+00   -3.2878016245e+01    4.0000000000e+03    1.3477593660e-02    4.0827500000e-01
        17   -1.4634005602e+01    2.1444716854e+02   -2.8061453190e+01    1.3427447588e+01    4.3539911452e+00   -3.2415444335e+01    4.0000000000e+03    1.3447463512e-02    4.0682500000e-01
        18   -1.4658550216e+01    2.1513567205e+02   -3.1127963960e+01    1.6469413745e+01    4.4576570509e+00   -3.5585621011e+01    4.0000000000e+03    1.3429835439e-02    4.0663750000e-01
        19   -1.4605465089e+01    2.1356032107e+02   -2.8069792838e+01    1.3464327749e+01    4.3093639664e+00   -3.2379156804e+01    4.0000000000e+03    1.3456225395e-02    4.0675000000e-01
        20   -1.4632835974e+01    2.1438502107e+02   -2.8919969514e+01    1.4287133540e+01    4.4342219600e+00   -3.3354191474e+01    4.0000000000e+03    1.3414442539e-02    4.0640000000e-01
        21   -1.4656975877e+01    2.1509641127e+02   -2.7951932694e+01    1.3294956817e+01    4.3966818757e+00   -3.2348614569e+01    4.0000000000e+03    1.3409689069e-02    4.0580000000e-01
        22   -1.4609506357e+01    2.1369689869e+02   -2.7640923868e+01    1.3031417511e+01    4.3826688801e+00   -3.2023592748e+01    4.0000000000e+03    1.3453364372e-02    4.0565000000e-01
