#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4642603202e+01    2.1454310916e+02   -2.9927016551e+01    1.5284413349e+01    4.3630593799e+00   -3.4290075931e+01    4.0000000000e+03    3.2910957932e-02    4.0632500000e-01
         1   -1.4625199479e+01    2.1403466099e+02   -3.0696918060e+01    1.6071718581e+01    4.4416817471e+00   -3.5138599807e+01    4.0000000000e+03    2.5467664003e-02    4.0463750000e-01
         2   -1.4640162071e+01    2.1447125479e+02   -3.0296005610e+01    1.5655843539e+01    4.3837534865e+00   -3.4679759097e+01    4.0000000000e+03    1.9940942526e-02    4.0545000000e-01
         3   -1.4639613920e+01    2.1445199921e+02   -2.9210357724e+01    1.4570743804e+01    4.5542509094e+00   -3.3764608633e+01    4.0000000000e+03    1.9577801228e-02    4.0090000000e-01
         4   -1.4615192463e+01    2.1372613312e+02   -2.9638466664e+01    1.5023274201e+01    4.3594468725e+00   -3.3997913537e+01    4.0000000000e+03    1.9537150860e-02    4.0582500000e-01
         5   -1.4645124723e+01    2.1462567053e+02   -2.8955688069e+01    1.4310563346e+01    4.2870292425e+00   -3.3242717312e+01    4.0000000000e+03    1.9480973482e-02    4.0617500000e-01
         6   -1.4631790975e+01    2.1422571726e+02   -3.1688700071e+01    1.7056909096e+01    4.5166176147e+00   -3.6205317686e+01    4.0000000000e+03    1.9376397133e-02    4.0001250000e-01
         7   -1.4655333018e+01    2.1490853395e+02   -2.7773927275e+01    1.3118594257e+01    4.3689321204e+00   -3.2142859395e+01    4.0000000000e+03    1.9646301866e-02    4.0623750000e-01
         8   -1.4657681232e+01    2.1498774961e+02   -2.8426290276e+01    1.3768609044e+01    4.4116469619e+00   -3.2837937238e+01    4.0000000000e+03    1.9471228123e-02    4.0590000000e-01
         9   -1.4637790942e+01    2.1439329485e+02   -2.9596168544e+01    1.4958377602e+01    4.5589940564e+00   -3.4155162600e+01    4.0000000000e+03    1.9441604614e-02    4.0307500000e-01
        10   -1.4641506871e+01    2.1450545398e+02   -2.8357550130e+01    1.3716043259e+01    4.2337151657e+00   -3.2591265295e+01    4.0000000000e+03    1.9529268146e-02    4.0622500000e-01
        11   -1.4640045694e+01    2.1445833386e+02   -2.9072543785e+01    1.4432498090e+01    4.3680609106e+00   -3.3440604695e+01    4.0000000000e+03    1.9651427865e-02    4.0666250000e-01
        12   -1.4650479893e+01    2.1476887853e+02   -2.8670942044e+01    1.4020462151e+01    4.3385748173e+00   -3.3009516861e+01    4.0000000000e+03    1.9543752074e-02    4.0560000000e-01
        13   -1.4648035508e+01    2.1469171423e+02   -2.9711280886e+01    1.5063245378e+01    4.3130334001e+00   -3.4024314286e+01    4.0000000000e+03    1.9678428769e-02    4.0661250000e-01
        14   -1.4604984367e+01    2.1343054609e+02   -2.8882114005e+01    1.4277129637e+01    4.3557642698e+00   -3.3237878274e+01    4.0000000000e+03    1.9655317068e-02    4.0568750000e-01
        15   -1.4656321515e+01    2.1494810222e+02   -2.9332773799e+01    1.4676452283e+01    4.4079227149e+00   -3.3740696513e+01    4.0000000000e+03    1.9460037351e-02    4.0525000000e-01
        16   -1.4637437046e+01    2.1438467153e+02   -3.0586058802e+01    1.5948621756e+01    4.4314599622e+00   -3.5017518764e+01    4.0000000000e+03    1.9623249769e-02    4.0612500000e-01
        17   -1.4635208835e+01    2.1432110399e+02   -2.8095934064e+01    1.3460725229e+01    4.3888664115e+00   -3.2484800476e+01    4.0000000000e+03    1.9517853856e-02    4.0495000000e-01
        18   -1.4666701277e+01    2.1525708401e+02   -2.7917498222e+01    1.3250796945e+01    4.2543525269e+00   -3.2171850749e+01    4.0000000000e+03    1.9675359130e-02    4.0898750000e-01
        19   -1.4632957799e+01    2.1425539716e+02   -2.9462550782e+01    1.4829592982e+01    4.4039932194e+00   -3.3866544001e+01    4.0000000000e+03    1.9560799003e-02    4.0806250000e-01
        20   -1.4654922955e+01    2.1488117430e+02   -2.6540812547e+01    1.1885889592e+01    4.2619303432e+00   -3.0802742890e+01    4.0000000000e+03    1.9618466496e-02    4.0740000000e-01
        21   -1.4625819010e+01    2.1406510490e+02   -3.0431205623e+01    1.5805386612e+01    4.4654055026e+00   -3.4896611125e+01    4.0000000000e+03    1.9537091255e-02    4.0542500000e-01
        22   -1.4656061219e+01    2.1496877784e+02   -2.8084909827e+01    1.3428848608e+01    4.3837118047e+00   -3.2468621632e+01    4.0000000000e+03    1.9517585635e-02    4.0442500000e-01
        23   -1.4657966064e+01    2.1497939441e+02   -3.0123746980e+01    1.5465780916e+01    4.3186006234e+00   -3.4442347603e+01    4.0000000000e+03    1.9853144884e-02    4.0445000000e-01
        24   -1.4640064728e+01    2.1446191501e+02   -2.7397215297e+01    1.2757150569e+01    4.3717090750e+00   -3.1768924372e+01    4.0000000000e+03    1.9697353244e-02    4.0680000000e-01
        25   -1.4627937269e+01    2.1412852193e+02   -2.9703663173e+01    1.5075725904e+01    4.3702301779e+00   -3.4073893351e+01    4.0000000000e+03    1.9591629505e-02    4.0582500000e-01
        26   -1.4645032375e+01    2.1460753929e+02   -2.7979456973e+01    1.3334424598e+01    4.3259547491e+00   -3.2305411722e+01    4.0000000000e+03    1.9564375281e-02    4.0680000000e-01
        27   -1.4630450975e+01    2.1418755697e+02   -2.8667153367e+01    1.4036702392e+01    4.3601546788e+00   -3.3027308045e+01    4.0000000000e+03    1.9471779466e-02    4.0386250000e-01
        28   -1.4642200024e+01    2.1453413406e+02   -3.1249431269e+01    1.6607231245e+01    4.2769066107e+00   -3.5526337879e+01    4.0000000000e+03    1.9680693746e-02    4.0858750000e-01
        29   -1.4638219631e+01    2.1439657065e+02   -2.9074667197e+01    1.4436447566e+01    4.3832915726e+00   -3.3457958770e+01    4.0000000000e+03    1.9614174962e-02    4.0410000000e-01
        30   -1.4645210041e+01    2.1460586350e+02   -2.8322304008e+01    1.3677093967e+01    4.3000468143e+00   -3.2622350822e+01    4.0000000000e+03    1.9674018025e-02    4.0623750000e-01
        31   -1.4656917476e+01    2.1495044856e+02   -2.9003165345e+01    1.4346247868e+01    4.2718694775e+00   -3.3275034822e+01    4.0000000000e+03    1.9539073110e-02    4.0698750000e-01
        32   -1.4646287442e+01    2.1464159609e+02   -2.9479663769e+01    1.4833376326e+01    4.3465937999e+00   -3.3826257569e+01    4.0000000000e+03    1.9481912255e-02    4.0556250000e-01
        33   -1.4650144415e+01    2.1476652489e+02   -2.9161461557e+01    1.4511317142e+01    4.5360136365e+00   -3.3697475193e+01    4.0000000000e+03    1.9536539912e-02    4.0356250000e-01
