#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4635324572e+01    2.1444175068e+02   -2.7985519911e+01    1.3350195340e+01    4.3889163423e+00   -3.2374436253e+01    4.0000000000e+03    1.6180083156e-02    4.0697500000e-01
         1   -1.4620500114e+01    2.1400106484e+02   -3.0139004985e+01    1.5518504871e+01    4.2960622493e+00   -3.4435067235e+01    4.0000000000e+03    1.5063658357e-02    4.0887500000e-01
         2   -1.4667030732e+01    2.1539499287e+02   -3.3477026922e+01    1.8809996190e+01    4.3580812741e+00   -3.7835108197e+01    4.0000000000e+03    1.6582369804e-02    4.0563750000e-01
         3   -1.4658935077e+01    2.1518908247e+02   -2.8467526550e+01    1.3808591474e+01    4.3483077864e+00   -3.2815834337e+01    4.0000000000e+03    1.5836268663e-02    4.0658750000e-01
         4   -1.4667662966e+01    2.1542802693e+02   -3.1036470752e+01    1.6368807785e+01    4.4375265617e+00   -3.5473997313e+01    4.0000000000e+03    1.3453766704e-02    4.0583750000e-01
         5   -1.4628850025e+01    2.1423439849e+02   -2.8373559375e+01    1.3744709350e+01    4.2946377418e+00   -3.2668197117e+01    4.0000000000e+03    1.3482019305e-02    4.0876250000e-01
         6   -1.4610300256e+01    2.1368872626e+02   -2.6761272796e+01    1.2150972540e+01    4.4004026215e+00   -3.1161675417e+01    4.0000000000e+03    1.3432592154e-02    4.0751250000e-01
         7   -1.4670448833e+01    2.1550530201e+02   -3.0107253187e+01    1.5436804353e+01    4.3957706257e+00   -3.4503023813e+01    4.0000000000e+03    1.3377293944e-02    4.0606250000e-01
         8   -1.4676686619e+01    2.1566671657e+02   -3.1326996608e+01    1.6650309989e+01    4.4081426215e+00   -3.5735139230e+01    4.0000000000e+03    1.3389393687e-02    4.0411250000e-01
         9   -1.4634187399e+01    2.1438653577e+02   -2.7895826308e+01    1.3261638909e+01    4.4504092142e+00   -3.2346235522e+01    4.0000000000e+03    1.3407126069e-02    4.0490000000e-01
        10   -1.4641172834e+01    2.1461409380e+02   -3.0660092655e+01    1.6018919821e+01    4.2698233699e+00   -3.4929916025e+01    4.0000000000e+03    1.3401210308e-02    4.0618750000e-01
        11   -1.4665335052e+01    2.1536695257e+02   -2.8283468255e+01    1.3618133203e+01    4.4794573046e+00   -3.2762925560e+01    4.0000000000e+03    1.3357311487e-02    4.0341250000e-01
        12   -1.4640239368e+01    2.1461766362e+02   -2.9927471589e+01    1.5287232222e+01    4.4624229099e+00   -3.4389894499e+01    4.0000000000e+03    1.3408437371e-02    4.0611250000e-01
        13   -1.4612759448e+01    2.1376029614e+02   -2.7771315322e+01    1.3158555874e+01    4.4230190200e+00   -3.2194334342e+01    4.0000000000e+03    1.3389199972e-02    4.0503750000e-01
        14   -1.4667539034e+01    2.1540810464e+02   -2.8720410655e+01    1.4052871621e+01    4.4140782528e+00   -3.3134488908e+01    4.0000000000e+03    1.3398572803e-02    4.0635000000e-01
        15   -1.4631912468e+01    2.1433224588e+02   -2.6998630577e+01    1.2366718109e+01    4.3692325604e+00   -3.1367863137e+01    4.0000000000e+03    1.3415172696e-02    4.0736250000e-01
        16   -1.4669185091e+01    2.1543908518e+02   -2.7111514113e+01    1.2442329022e+01    4.2981432752e+00   -3.1409657388e+01    4.0000000000e+03    1.3808548450e-02    4.0822500000e-01
        17   -1.4654209016e+01    2.1503085805e+02   -2.8962632967e+01    1.4308423951e+01    4.4073778024e+00   -3.3370010770e+01    4.0000000000e+03    1.3451993465e-02    4.0463750000e-01
        18   -1.4638879044e+01    2.1455492623e+02   -3.0303124173e+01    1.5664245129e+01    4.5588547119e+00   -3.4861978884e+01    4.0000000000e+03    1.3457432389e-02    4.0851250000e-01
        19   -1.4618426746e+01    2.1394501440e+02   -3.0790258745e+01    1.6171831999e+01    4.4287052055e+00   -3.5218963951e+01    4.0000000000e+03    1.3396769762e-02    4.0408750000e-01
