#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4641192214e+01    2.1449285061e+02   -2.9503831443e+01    1.4862639229e+01    4.3354360897e+00   -3.3839267533e+01    4.0000000000e+03    2.5601446629e-02    4.0523750000e-01
         1   -1.4639015623e+01    2.1443121871e+02   -2.9457596978e+01    1.4818581355e+01    4.3924584478e+00   -3.3850055426e+01    4.0000000000e+03    1.9849106669e-02    4.0425000000e-01
         2   -1.4642525087e+01    2.1452845410e+02   -3.0029579282e+01    1.5387054195e+01    4.4316724334e+00   -3.4461251716e+01    4.0000000000e+03    2.4360805750e-02    4.0661250000e-01
         3   -1.4633077819e+01    2.1425700171e+02   -2.8071171037e+01    1.3438093217e+01    4.3798273447e+00   -3.2450998381e+01    4.0000000000e+03    1.9682288170e-02    4.0577500000e-01
         4   -1.4650074802e+01    2.1474981760e+02   -2.7659988230e+01    1.3009913428e+01    4.3568318788e+00   -3.2016820109e+01    4.0000000000e+03    1.9558846951e-02    4.0645000000e-01
         5   -1.4649994323e+01    2.1475736261e+02   -2.9966785691e+01    1.5316791368e+01    4.4385790902e+00   -3.4405364781e+01    4.0000000000e+03    1.9706338644e-02    4.0767500000e-01
         6   -1.4663032942e+01    2.1514064542e+02   -2.7677521444e+01    1.3014488501e+01    4.3667118389e+00   -3.2044233283e+01    4.0000000000e+03    1.9355520606e-02    4.0407500000e-01
         7   -1.4639556336e+01    2.1445355624e+02   -3.1997654829e+01    1.7358098493e+01    4.3737932453e+00   -3.6371448074e+01    4.0000000000e+03    1.9514366984e-02    4.0336250000e-01
         8   -1.4630051758e+01    2.1418123775e+02   -3.2676350692e+01    1.8046298934e+01    4.3979152112e+00   -3.7074265903e+01    4.0000000000e+03    1.9453644753e-02    4.0333750000e-01
         9   -1.4650433085e+01    2.1476613053e+02   -2.8181941862e+01    1.3531508778e+01    4.3527316316e+00   -3.2534673494e+01    4.0000000000e+03    1.9506826997e-02    4.0797500000e-01
        10   -1.4644351118e+01    2.1458574164e+02   -2.7634375615e+01    1.2990024496e+01    4.3605799939e+00   -3.1994955608e+01    4.0000000000e+03    1.9479453564e-02    4.0513750000e-01
        11   -1.4628411007e+01    2.1412645497e+02   -3.2581903759e+01    1.7953492751e+01    4.5393245625e+00   -3.7121228321e+01    4.0000000000e+03    1.9585281610e-02    4.0496250000e-01
        12   -1.4645173212e+01    2.1460335134e+02   -2.7170840008e+01    1.2525666795e+01    4.4666642542e+00   -3.1637504262e+01    4.0000000000e+03    1.9469663501e-02    4.0707500000e-01
        13   -1.4649553170e+01    2.1474286691e+02   -3.0113808190e+01    1.5464255020e+01    4.4114369487e+00   -3.4525245139e+01    4.0000000000e+03    1.9458368421e-02    4.0495000000e-01
        14   -1.4649958515e+01    2.1476044306e+02   -2.9736959640e+01    1.5087001124e+01    4.3679528481e+00   -3.4104912488e+01    4.0000000000e+03    1.9434675574e-02    4.0688750000e-01
        15   -1.4681329571e+01    2.1567748517e+02   -2.7862116567e+01    1.3180786996e+01    4.2217214686e+00   -3.2083838036e+01    4.0000000000e+03    1.9469887018e-02    4.0600000000e-01
        16   -1.4650453166e+01    2.1476203386e+02   -2.7921445314e+01    1.3270992147e+01    4.4735777101e+00   -3.2395023024e+01    4.0000000000e+03    1.9616648555e-02    4.0622500000e-01
        17   -1.4630525367e+01    2.1418325637e+02   -2.7837338255e+01    1.3206812888e+01    4.3286021410e+00   -3.2165940396e+01    4.0000000000e+03    1.9471183419e-02    4.0720000000e-01
        18   -1.4652676238e+01    2.1484093329e+02   -2.9600621380e+01    1.4947945142e+01    4.4092801880e+00   -3.4009901568e+01    4.0000000000e+03    1.9506528974e-02    4.0552500000e-01
        19   -1.4634639906e+01    2.1432521810e+02   -2.9799348462e+01    1.5164708555e+01    4.4510458239e+00   -3.4250394285e+01    4.0000000000e+03    1.9631102681e-02    4.0813750000e-01
        20   -1.4631143795e+01    2.1419923569e+02   -2.9147674962e+01    1.4516531167e+01    4.3293534358e+00   -3.3477028397e+01    4.0000000000e+03    1.9620105624e-02    4.1063750000e-01
        21   -1.4617123375e+01    2.1379236264e+02   -2.7018402530e+01    1.2401279155e+01    4.3922189107e+00   -3.1410621440e+01    4.0000000000e+03    1.9606128335e-02    4.0537500000e-01
