#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4629945529e+01    2.1429923115e+02   -2.8466251989e+01    1.3836306460e+01    4.4890983244e+00   -3.2955350313e+01    4.0000000000e+03    1.7160981894e-02    4.0778750000e-01
         1   -1.4660391105e+01    2.1521589064e+02   -3.1055152778e+01    1.6394761672e+01    4.4390905698e+00   -3.5494243348e+01    4.0000000000e+03    1.4634698629e-02    4.0382500000e-01
         2   -1.4635369327e+01    2.1446133328e+02   -2.8931723638e+01    1.4296354311e+01    4.3216277618e+00   -3.3253351400e+01    4.0000000000e+03    1.2465253472e-02    4.0611250000e-01
         3   -1.4651064245e+01    2.1492185425e+02   -2.8205259618e+01    1.3554195373e+01    4.3252983160e+00   -3.2530557934e+01    4.0000000000e+03    1.2239605188e-02    4.0613750000e-01
         4   -1.4636092391e+01    2.1448215196e+02   -2.7737191775e+01    1.3101099384e+01    4.7414010282e+00   -3.2478592803e+01    4.0000000000e+03    1.2166902423e-02    4.0581250000e-01
         5   -1.4647026508e+01    2.1479135626e+02   -3.0317895716e+01    1.5670869209e+01    4.4593572539e+00   -3.4777252970e+01    4.0000000000e+03    1.2292250991e-02    4.0310000000e-01
         6   -1.4642250872e+01    2.1464314936e+02   -2.6697413455e+01    1.2055162583e+01    4.3892585509e+00   -3.1086672005e+01    4.0000000000e+03    1.2286499143e-02    4.0705000000e-01
         7   -1.4619370023e+01    2.1393796410e+02   -2.7721476115e+01    1.3102106092e+01    4.2544923593e+00   -3.1975968474e+01    4.0000000000e+03    1.2324646115e-02    4.0798750000e-01
         8   -1.4615858837e+01    2.1388808178e+02   -2.8995703539e+01    1.4379844703e+01    4.3732723356e+00   -3.3368975875e+01    4.0000000000e+03    1.2322276831e-02    4.0601250000e-01
         9   -1.4609674177e+01    2.1367801211e+02   -2.7941353396e+01    1.3331679219e+01    4.3553170458e+00   -3.2296670442e+01    4.0000000000e+03    1.2313812971e-02    4.0646250000e-01
        10   -1.4631606299e+01    2.1433618421e+02   -3.0371664753e+01    1.5740058454e+01    4.4779211834e+00   -3.4849585937e+01    4.0000000000e+03    1.2147128582e-02    4.0487500000e-01
        11   -1.4656997494e+01    2.1509020553e+02   -2.8802622998e+01    1.4145625504e+01    4.3001738108e+00   -3.3102796809e+01    4.0000000000e+03    1.2291029096e-02    4.0726250000e-01
        12   -1.4608565064e+01    2.1365084272e+02   -2.7819336395e+01    1.3210771331e+01    4.2963289337e+00   -3.2115665329e+01    4.0000000000e+03    1.2359336019e-02    4.0601250000e-01
        13   -1.4633218815e+01    2.1438030732e+02   -2.9161289859e+01    1.4528071043e+01    4.3107190875e+00   -3.3472008946e+01    4.0000000000e+03    1.2292101979e-02    4.0451250000e-01
        14   -1.4644219044e+01    2.1472601506e+02   -3.1963225913e+01    1.7319006869e+01    4.4024652095e+00   -3.6365691123e+01    4.0000000000e+03    1.2305051088e-02    4.0636250000e-01
        15   -1.4633283951e+01    2.1440225645e+02   -2.9007351008e+01    1.4374067056e+01    4.4328654829e+00   -3.3440216490e+01    4.0000000000e+03    1.2404620647e-02    4.0772500000e-01
        16   -1.4686257136e+01    2.1599175115e+02   -3.0272005130e+01    1.5585747994e+01    4.4533767156e+00   -3.4725381846e+01    4.0000000000e+03    1.2325197458e-02    4.0943750000e-01
        17   -1.4659915228e+01    2.1517365080e+02   -2.9948930191e+01    1.5289014963e+01    4.5279224577e+00   -3.4476852649e+01    4.0000000000e+03    1.2286394835e-02    4.0697500000e-01
        18   -1.4653579606e+01    2.1497624183e+02   -2.9441046665e+01    1.4787467059e+01    4.4149373903e+00   -3.3855984055e+01    4.0000000000e+03    1.2298390269e-02    4.0792500000e-01
        19   -1.4643692721e+01    2.1471182388e+02   -2.8658755602e+01    1.4015062880e+01    4.4192934515e+00   -3.3078049053e+01    4.0000000000e+03    1.2315049767e-02    4.0658750000e-01
        20   -1.4622755063e+01    2.1406724991e+02   -2.7696682293e+01    1.3073927230e+01    4.3560054934e+00   -3.2052687786e+01    4.0000000000e+03    1.2312635779e-02    4.0642500000e-01
        21   -1.4645234709e+01    2.1474452867e+02   -2.8874372512e+01    1.4229137802e+01    4.4105043969e+00   -3.3284876909e+01    4.0000000000e+03    1.2332260609e-02    4.0507500000e-01
        22   -1.4644480553e+01    2.1473628796e+02   -2.7540451936e+01    1.2895971383e+01    4.4154048983e+00   -3.1955856834e+01    4.0000000000e+03    1.2357696891e-02    4.0788750000e-01
        23   -1.4644217480e+01    2.1469988094e+02   -2.8645892041e+01    1.4001674561e+01    4.2721134792e+00   -3.2918005520e+01    4.0000000000e+03    1.2373566628e-02    4.0986250000e-01
        24   -1.4640510474e+01    2.1461812271e+02   -3.0343679146e+01    1.5703168672e+01    4.3674522428e+00   -3.4711131388e+01    4.0000000000e+03    1.2365624309e-02    4.0530000000e-01
        25   -1.4654645527e+01    2.1502058883e+02   -2.8304418411e+01    1.3649772884e+01    4.3279794130e+00   -3.2632397824e+01    4.0000000000e+03    1.2311995029e-02    4.0783750000e-01
        26   -1.4643004450e+01    2.1467753635e+02   -2.8023830315e+01    1.3380825865e+01    4.3515260026e+00   -3.2375356317e+01    4.0000000000e+03    1.2329831719e-02    4.0410000000e-01
        27   -1.4656047162e+01    2.1504421635e+02   -2.9236887306e+01    1.4580840143e+01    4.3883318987e+00   -3.3625219204e+01    4.0000000000e+03    1.2302055955e-02    4.0640000000e-01
        28   -1.4685955332e+01    2.1593907316e+02   -2.8573353048e+01    1.3887397716e+01    4.4612185834e+00   -3.3034571631e+01    4.0000000000e+03    1.2414857745e-02    4.0428750000e-01
        29   -1.4643794173e+01    2.1467221001e+02   -2.6884619653e+01    1.2240825480e+01    4.2887009629e+00   -3.1173320616e+01    4.0000000000e+03    1.2424603105e-02    4.1173750000e-01
        30   -1.4650291718e+01    2.1488632502e+02   -2.8568744541e+01    1.3918452823e+01    4.3442674286e+00   -3.2913011970e+01    4.0000000000e+03    1.2386992574e-02    4.0617500000e-01
        31   -1.4615849036e+01    2.1384370359e+02   -2.9468020746e+01    1.4852171711e+01    4.3333850895e+00   -3.3801405836e+01    4.0000000000e+03    1.2310102582e-02    4.0460000000e-01
        32   -1.4620187748e+01    2.1397846709e+02   -2.8177859240e+01    1.3557671492e+01    4.3998777629e+00   -3.2577737003e+01    4.0000000000e+03    1.2336209416e-02    4.0525000000e-01
        33   -1.4652319774e+01    2.1495937773e+02   -2.8937904084e+01    1.4285584310e+01    4.4673114121e+00   -3.3405215496e+01    4.0000000000e+03    1.2306541204e-02    4.0417500000e-01
        34   -1.4618860771e+01    2.1395597621e+02   -2.7402322802e+01    1.2783462031e+01    4.2072589398e+00   -3.1609581742e+01    4.0000000000e+03    1.2356609106e-02    4.0935000000e-01
        35   -1.4614184596e+01    2.1382211320e+02   -2.9651561415e+01    1.5037376820e+01    4.3593290800e+00   -3.4010890495e+01    4.0000000000e+03    1.2384325266e-02    4.0402500000e-01
        36   -1.4641217224e+01    2.1463403777e+02   -2.9061419506e+01    1.4420202282e+01    4.2718264856e+00   -3.3333245992e+01    4.0000000000e+03    1.2354612350e-02    4.0748750000e-01
        37   -1.4675626376e+01    2.1565591709e+02   -3.0738491950e+01    1.6062865574e+01    4.3620409426e+00   -3.5100532892e+01    4.0000000000e+03    1.2360677123e-02    4.0573750000e-01
        38   -1.4636640058e+01    2.1450200116e+02   -3.0223165121e+01    1.5586525062e+01    4.4478661717e+00   -3.4671031292e+01    4.0000000000e+03    1.2296602130e-02    4.0646250000e-01
        39   -1.4629551435e+01    2.1426594170e+02   -7.9419170789e+01    6.4789619353e+01    4.2610613432e+00   -8.3680232132e+01    4.0000000000e+03    1.2400686741e-02    4.0676250000e-01
