#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4631407581e+01    2.1434095176e+02   -2.7926949539e+01    1.3295541958e+01    4.4012129041e+00   -3.2328162443e+01    4.0000000000e+03    1.6079679132e-02    4.0658750000e-01
         1   -1.4604911154e+01    2.1353333391e+02   -2.9381977625e+01    1.4777066471e+01    4.4685504060e+00   -3.3850528031e+01    4.0000000000e+03    1.4336973429e-02    4.0568750000e-01
         2   -1.4655837493e+01    2.1504765593e+02   -2.6956830995e+01    1.2300993502e+01    4.2765708777e+00   -3.1233401873e+01    4.0000000000e+03    1.9720599055e-02    4.0937500000e-01
         3   -1.4650092882e+01    2.1487567249e+02   -2.6556997484e+01    1.1906904601e+01    4.2391983743e+00   -3.0796195858e+01    4.0000000000e+03    1.2294039130e-02    4.0905000000e-01
         4   -1.4668484699e+01    2.1544885137e+02   -3.1117636490e+01    1.6449151791e+01    4.4460250671e+00   -3.5563661557e+01    4.0000000000e+03    1.2524798512e-02    4.0727500000e-01
         5   -1.4614715151e+01    2.1386363636e+02   -2.9303288304e+01    1.4688573152e+01    4.6776259931e+00   -3.3980914297e+01    4.0000000000e+03    1.2324377894e-02    4.0582500000e-01
         6   -1.4600597749e+01    2.1343983658e+02   -2.8593180635e+01    1.3992582886e+01    4.3486735151e+00   -3.2941854150e+01    4.0000000000e+03    1.2354627252e-02    4.0638750000e-01
         7   -1.4632000479e+01    2.1435119107e+02   -2.8305644373e+01    1.3673643894e+01    4.4458337376e+00   -3.2751478111e+01    4.0000000000e+03    1.2350708246e-02    4.0593750000e-01
         8   -1.4665733022e+01    2.1534624522e+02   -2.7922006623e+01    1.3256273601e+01    4.2738757195e+00   -3.2195882343e+01    4.0000000000e+03    1.2485980988e-02    4.0768750000e-01
         9   -1.4636648351e+01    2.1449596966e+02   -2.7793463922e+01    1.3156815572e+01    4.3419933496e+00   -3.2135457272e+01    4.0000000000e+03    1.2315198779e-02    4.0760000000e-01
        10   -1.4625065524e+01    2.1412481621e+02   -2.9169121242e+01    1.4544055718e+01    4.3056447601e+00   -3.3474766002e+01    4.0000000000e+03    1.2363374233e-02    4.0721250000e-01
        11   -1.4633951923e+01    2.1441976470e+02   -3.1758855922e+01    1.7124903999e+01    4.2444972400e+00   -3.6003353162e+01    4.0000000000e+03    1.2543991208e-02    4.0427500000e-01
