#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -1.4613351018e+01    2.1379764804e+02   -2.9745272891e+01    1.5131921873e+01    4.2733730309e+00   -3.4018645922e+01    4.0000000000e+03    1.6980379820e-02    4.0465000000e-01
         1   -1.4636835207e+01    2.1451212647e+02   -2.9189887725e+01    1.4553052517e+01    4.4158247166e+00   -3.3605712441e+01    4.0000000000e+03    1.6570195556e-02    4.0532500000e-01
         2   -1.4641479450e+01    2.1461933804e+02   -2.8407777738e+01    1.3766298288e+01    4.3839554865e+00   -3.2791733224e+01    4.0000000000e+03    1.6663625836e-02    4.0662500000e-01
         3   -1.4677390712e+01    2.1568549535e+02   -2.7822104309e+01    1.3144713598e+01    4.3415317022e+00   -3.2163636012e+01    4.0000000000e+03    1.5154689550e-02    4.0422500000e-01
         4   -1.4651194100e+01    2.1490399857e+02   -2.7552937329e+01    1.2901743229e+01    4.3627119207e+00   -3.1915649249e+01    4.0000000000e+03    1.1895269156e-02    4.0641250000e-01
         5   -1.4623763194e+01    2.1411911826e+02   -2.8487192517e+01    1.3863429323e+01    4.5528824683e+00   -3.3040074985e+01    4.0000000000e+03    1.2488424778e-02    4.0360000000e-01
         6   -1.4652155713e+01    2.1495714809e+02   -3.2097459697e+01    1.7445303984e+01    4.4669031039e+00   -3.6564362801e+01    4.0000000000e+03    1.2034863234e-02    4.0627500000e-01
         7   -1.4643766667e+01    2.1470741381e+02   -2.9377689453e+01    1.4733922785e+01    4.4901351354e+00   -3.3867824588e+01    4.0000000000e+03    1.2112498283e-02    4.0878750000e-01
         8   -1.4652498296e+01    2.1497140024e+02   -2.9552918772e+01    1.4900420476e+01    4.3601261721e+00   -3.3913044944e+01    4.0000000000e+03    1.2088522315e-02    4.0847500000e-01
         9   -1.4650052116e+01    2.1489869515e+02   -3.1826264686e+01    1.7176212570e+01    4.6712389635e+00   -3.6497503650e+01    4.0000000000e+03    1.2059509754e-02    4.0285000000e-01
