0.93134971 3.579591899903e+00 1.617997361204e-01
0.93134971 3.579591899903e+00 1.617997361204e-01
0.93134971 3.579591899903e+00 1.617997361204e-01
0.93134971 3.579591899903e+00 1.617997361204e-01
0.93134971 3.579591899903e+00 1.617997361204e-01
0.93134971 3.579591899903e+00 1.617997361204e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.31712739 2.244050535863e+00 2.028649045459e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.61314501 1.374693093979e+00 1.864108977270e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
1.86269942 8.247637503941e-01 1.491192972909e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
2.08256126 4.889264726615e-01 1.104988731551e-01
