#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5923387200e+01    2.1103354782e+03   -8.0837942063e+01    3.4914554863e+01   -1.1605978536e+01   -5.1102678690e+01   -2.1512437443e+01    3.3831526071e+00   -1.1338939717e+01    1.0296874312e-01    4.1330000000e+03    1.5048042629e+00    9.9579932789e-01
         1   -4.5936857885e+01    2.1115672804e+03   -8.0770803984e+01    3.4833946099e+01   -1.1603147624e+01   -5.1102678690e+01   -2.1419144387e+01    3.3541667180e+00   -1.1336760064e+01    1.0296874312e-01    4.1070000000e+03    1.4763917819e+00    9.9600804486e-01
         2   -4.5920993576e+01    2.1101300756e+03   -8.1088575189e+01    3.5167581613e+01   -1.1603749941e+01   -5.1102678690e+01   -2.1447695431e+01    3.0655488731e+00   -1.1336606923e+01    1.0296874312e-01    4.0880000000e+03    1.4804259171e+00    9.9610518293e-01
         3   -4.5945593030e+01    2.1125397131e+03   -8.0876481759e+01    3.4930888729e+01   -1.1593508990e+01   -5.1102678690e+01   -2.1417420873e+01    3.2371267948e+00   -1.1328379507e+01    1.0296874312e-01    4.1020000000e+03    1.4741224441e+00    9.9599163205e-01
         4   -4.5940639163e+01    2.1118604573e+03   -8.0931850043e+01    3.4991210879e+01   -1.1584020257e+01   -5.1102678690e+01   -2.1341106563e+01    3.0959554676e+00   -1.1323167033e+01    1.0296874312e-01    4.0940000000e+03    1.4818795080e+00    9.9600609756e-01
         5   -4.5922879630e+01    2.1102113577e+03   -8.1030660846e+01    3.5107781216e+01   -1.1581384595e+01   -5.1102678690e+01   -2.1463100358e+01    3.1165027973e+00   -1.1326712638e+01    1.0296874312e-01    4.0970000000e+03    1.4746208570e+00    9.9603840987e-01
         6   -4.5960698604e+01    2.1136974653e+03   -8.0949239745e+01    3.4988541142e+01   -1.1624880491e+01   -5.1102678690e+01   -2.1503308786e+01    3.2816282224e+00   -1.1370062619e+01    1.0296874312e-01    4.0970000000e+03    1.4867638060e+00    9.9637460395e-01
         7   -4.5960238410e+01    2.1136648098e+03   -8.1035755418e+01    3.5075517008e+01   -1.1634546424e+01   -5.1102678690e+01   -2.1650862170e+01    3.3523318670e+00   -1.1381563572e+01    1.0296874312e-01    4.0940000000e+03    1.4827895840e+00    9.9640892421e-01
         8   -4.5976553216e+01    2.1152357024e+03   -8.1029976417e+01    3.5053423202e+01   -1.1623693223e+01   -5.1102678690e+01   -2.1585962029e+01    3.2823575243e+00   -1.1367609473e+01    1.0296874312e-01    4.1010000000e+03    1.4872061269e+00    9.9605086606e-01
         9   -4.5965741431e+01    2.1141936691e+03   -8.0916325264e+01    3.4950583833e+01   -1.1608449098e+01   -5.1102678690e+01   -2.1566284084e+01    3.3610866089e+00   -1.1356726346e+01    1.0296874312e-01    4.0930000000e+03    1.4795997760e+00    9.9606130923e-01
        10   -4.5975882058e+01    2.1151711208e+03   -8.1037329881e+01    3.5061447823e+01   -1.1628144735e+01   -5.1102678690e+01   -2.1709236049e+01    3.4027295929e+00   -1.1377309147e+01    1.0296874312e-01    4.0930000000e+03    1.4889500880e+00    9.9601274701e-01
        11   -4.5998621230e+01    2.1173001268e+03   -8.1015856360e+01    3.5017235130e+01   -1.1596915911e+01   -5.1102678690e+01   -2.1757893861e+01    3.4416321025e+00   -1.1342686995e+01    1.0296874312e-01    4.0960000000e+03    1.4834509561e+00    9.9633072407e-01
        12   -4.5961565047e+01    2.1138364840e+03   -8.0874620693e+01    3.4913055646e+01   -1.1576607747e+01   -5.1102678690e+01   -2.1627599290e+01    3.4322650350e+00   -1.1320121589e+01    1.0296874312e-01    4.0930000000e+03    1.4837029420e+00    9.9612906181e-01
        13   -4.5981917832e+01    2.1156952650e+03   -8.0959894310e+01    3.4977976478e+01   -1.1635348244e+01   -5.1102678690e+01   -2.1581045744e+01    3.3591783683e+00   -1.1373788853e+01    1.0296874312e-01    4.0940000000e+03    1.4938199820e+00    9.9600804486e-01
        14   -4.5962986923e+01    2.1141310843e+03   -8.0969879959e+01    3.5006893036e+01   -1.1649022574e+01   -5.1102678690e+01   -2.1684710368e+01    3.4665316730e+00   -1.1391533850e+01    1.0296874312e-01    4.1070000000e+03    1.4799946740e+00    9.9606702102e-01
        15   -4.5935520610e+01    2.1114479905e+03   -8.0866397013e+01    3.4930876404e+01   -1.1597466165e+01   -5.1102678690e+01   -2.1661417526e+01    3.4951653676e+00   -1.1339181696e+01    1.0296874312e-01    4.0930000000e+03    1.4936161040e+00    9.9615267640e-01
        16   -4.5930343312e+01    2.1110075941e+03   -8.0806355596e+01    3.4876012283e+01   -1.1573983530e+01   -5.1102678690e+01   -2.1645407538e+01    3.5157141621e+00   -1.1318147444e+01    1.0296874312e-01    4.0980000000e+03    1.4860434430e+00    9.9611573281e-01
        17   -4.5980003733e+01    2.1155544994e+03   -8.0842925704e+01    3.4862921971e+01   -1.1591721742e+01   -5.1102678690e+01   -2.1580609827e+01    3.4320845553e+00   -1.1340151924e+01    1.0296874312e-01    4.1030000000e+03    1.4858353590e+00    9.9608231707e-01
        18   -4.5989989482e+01    2.1164112559e+03   -8.0777364311e+01    3.4787374829e+01   -1.1593260934e+01   -5.1102678690e+01   -2.1553431563e+01    3.4720068772e+00   -1.1345467239e+01    1.0296874312e-01    4.0930000000e+03    1.4806462760e+00    9.9626524390e-01
        19   -4.5976822814e+01    2.1152232168e+03   -8.0791828701e+01    3.4815005887e+01   -1.1610537001e+01   -5.1102678690e+01   -2.1527389270e+01    3.4487762608e+00   -1.1363300579e+01    1.0296874312e-01    4.0830000000e+03    1.4738212450e+00    9.9627630291e-01
        20   -4.5987285891e+01    2.1162896716e+03   -8.0726456605e+01    3.4739170715e+01   -1.1624515462e+01   -5.1102678690e+01   -2.1480606478e+01    3.4813440248e+00   -1.1373716906e+01    1.0296874312e-01    4.0880000000e+03    1.4811754270e+00    9.9598203373e-01
        21   -4.5960057340e+01    2.1136092595e+03   -8.0793575654e+01    3.4833518314e+01   -1.1590591100e+01   -5.1102678690e+01   -2.1449343373e+01    3.3490375102e+00   -1.1338656822e+01    1.0296874312e-01    4.0860000000e+03    1.4824145420e+00    9.9594354641e-01
        22   -4.5953760280e+01    2.1130258316e+03   -8.0691337194e+01    3.4737576914e+01   -1.1593727505e+01   -5.1102678690e+01   -2.1310484402e+01    3.3155534033e+00   -1.1341664611e+01    1.0296874312e-01    4.0840000000e+03    1.4795785180e+00    9.9624388005e-01
        23   -4.5940846079e+01    2.1118618588e+03   -8.0779864127e+01    3.4839018048e+01   -1.1659738570e+01   -5.1102678690e+01   -2.1315365705e+01    3.2979188385e+00   -1.1409260479e+01    1.0296874312e-01    4.0770000000e+03    1.4770424849e+00    9.9653118108e-01
        24   -4.5962020272e+01    2.1138471492e+03   -8.0693839123e+01    3.4731818851e+01   -1.1625078109e+01   -5.1102678690e+01   -2.1246488611e+01    3.2804062885e+00   -1.1373132444e+01    1.0296874312e-01    4.0620000000e+03    1.4711863230e+00    9.9648006135e-01
        25   -4.5954706237e+01    2.1131412598e+03   -8.0615445585e+01    3.4660739348e+01   -1.1651027922e+01   -5.1102678690e+01   -2.1120484511e+01    3.2587455377e+00   -1.1399818849e+01    1.0296874312e-01    4.0480000000e+03    1.4594374719e+00    9.9619410820e-01
        26   -4.5951904817e+01    2.1129651743e+03   -8.0610746016e+01    3.4658841200e+01   -1.1674714750e+01   -5.1102678690e+01   -2.1095899743e+01    3.2625471672e+00   -1.1426928837e+01    1.0296874312e-01    4.0510000000e+03    1.4658298159e+00    9.9622964471e-01
        27   -4.5941257603e+01    2.1118683329e+03   -8.0647260405e+01    3.4706002802e+01   -1.1671276542e+01   -5.1102678690e+01   -2.1122933184e+01    3.2496280117e+00   -1.1426017525e+01    1.0296874312e-01    4.0320000000e+03    1.4567444240e+00    9.9624659485e-01
        28   -4.5956691416e+01    2.1133965970e+03   -8.0538423266e+01    3.4581731850e+01   -1.1641354120e+01   -5.1102678690e+01   -2.1089346171e+01    3.2949557157e+00   -1.1397379666e+01    1.0296874312e-01    4.0400000000e+03    1.4582359991e+00    9.9642281962e-01
        29   -4.5994348642e+01    2.1167584223e+03   -8.0414248876e+01    3.4419900233e+01   -1.1607885791e+01   -5.1102678690e+01   -2.1083601764e+01    3.3799173702e+00   -1.1362364735e+01    1.0296874312e-01    4.0370000000e+03    1.4681407299e+00    9.9650371287e-01
        30   -4.5967927680e+01    2.1143632922e+03   -8.0512567878e+01    3.4544640198e+01   -1.1554783919e+01   -5.1102678690e+01   -2.1315936986e+01    3.4608317177e+00   -1.1303862515e+01    1.0296874312e-01    4.0270000000e+03    1.4654673660e+00    9.9629709965e-01
        31   -4.5974368929e+01    2.1150527926e+03   -8.0433413694e+01    3.4459044766e+01   -1.1568696582e+01   -5.1102678690e+01   -2.1270189921e+01    3.5081514997e+00   -1.1317157377e+01    1.0296874312e-01    4.0180000000e+03    1.4549013160e+00    9.9601311863e-01
        32   -4.5955415699e+01    2.1133742700e+03   -8.0480780211e+01    3.4525364512e+01   -1.1577685841e+01   -5.1102678690e+01   -2.1210074162e+01    3.4096584827e+00   -1.1326732334e+01    1.0296874312e-01    4.0100000000e+03    1.4545517711e+00    9.9614917849e-01
        33   -4.5959486199e+01    2.1136130420e+03   -8.0701291914e+01    3.4741805715e+01   -1.1586326513e+01   -5.1102678690e+01   -2.1346199961e+01    3.3339132508e+00   -1.1328936526e+01    1.0296874312e-01    3.9880000000e+03    1.4389667120e+00    9.9630696044e-01
        34   -4.5962657297e+01    2.1138802874e+03   -8.0765159562e+01    3.4802502265e+01   -1.1603151376e+01   -5.1102678690e+01   -2.1360708059e+01    3.3013785641e+00   -1.1346283101e+01    1.0296874312e-01    4.0050000000e+03    1.4443123051e+00    9.9638610763e-01
        35   -4.5965711328e+01    2.1143220111e+03   -8.0764092575e+01    3.4798381246e+01   -1.1547660740e+01   -5.1102678690e+01   -2.1498706940e+01    3.3849537954e+00   -1.1289909347e+01    1.0296874312e-01    4.0060000000e+03    1.4459630180e+00    9.9643770267e-01
        36   -4.5944708703e+01    2.1122651888e+03   -8.0896261054e+01    3.4951552351e+01   -1.1558762908e+01   -5.1102678690e+01   -2.1507547046e+01    3.2727275904e+00   -1.1303333281e+01    1.0296874312e-01    4.0120000000e+03    1.4429939861e+00    9.9623127341e-01
        37   -4.5918043367e+01    2.1097740704e+03   -8.0880220453e+01    3.4962177086e+01   -1.1594179964e+01   -5.1102678690e+01   -2.1412210652e+01    3.2288488528e+00   -1.1336602982e+01    1.0296874312e-01    4.0150000000e+03    1.4464559781e+00    9.9635740971e-01
