#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonIon              LocalECP            NonLocalECP         MPC                 KEcorr              BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5984458791e+01    2.1158358325e+03   -8.0938539166e+01    3.4954080374e+01   -1.1627865734e+01   -5.1102678690e+01   -2.1359496281e+01    3.1515015401e+00   -1.1378509785e+01    1.0296874312e-01    8.1940000000e+03    2.9680136780e+00    9.9839518785e-01
         1   -4.5996716749e+01    2.1171429354e+03   -8.0927582804e+01    3.4930866055e+01   -1.1596958084e+01   -5.1102678690e+01   -2.1324669501e+01    3.0967234718e+00   -1.1345567868e+01    1.0296874312e-01    8.2010000000e+03    2.9543123700e+00    9.9834884076e-01
         2   -4.5978692322e+01    2.1152839122e+03   -8.1061943249e+01    3.5083250928e+01   -1.1626503186e+01   -5.1102678690e+01   -2.1431357051e+01    3.0985956776e+00   -1.1377471999e+01    1.0296874312e-01    8.1960000000e+03    2.9641701430e+00    9.9843349799e-01
         3   -4.5963275567e+01    2.1140508439e+03   -8.1003213270e+01    3.5039937703e+01   -1.1649436443e+01   -5.1102678690e+01   -2.1327299908e+01    3.0762017713e+00   -1.1400904443e+01    1.0296874312e-01    8.1890000000e+03    2.9515778450e+00    9.9850390816e-01
         4   -4.5958086017e+01    2.1135501287e+03   -8.0871404198e+01    3.4913318181e+01   -1.1625322979e+01   -5.1102678690e+01   -2.1316053493e+01    3.1726509639e+00   -1.1373341124e+01    1.0296874312e-01    8.1920000000e+03    2.9460090661e+00    9.9836409396e-01
         5   -4.5989275439e+01    2.1165141799e+03   -8.0968028263e+01    3.4978752824e+01   -1.1611615648e+01   -5.1102678690e+01   -2.1337842805e+01    3.0841088799e+00   -1.1357242005e+01    1.0296874312e-01    8.1900000000e+03    2.9411056481e+00    9.9846574255e-01
         6   -4.5960675629e+01    2.1138159617e+03   -8.0917726418e+01    3.4957050789e+01   -1.1616252943e+01   -5.1102678690e+01   -2.1335153210e+01    3.1363584260e+00   -1.1363230120e+01    1.0296874312e-01    8.1900000000e+03    2.9549975430e+00    9.9859203297e-01
         7   -4.5958919637e+01    2.1135255488e+03   -8.0782014000e+01    3.4823094363e+01   -1.1635323849e+01   -5.1102678690e+01   -2.1161016796e+01    3.1170053353e+00   -1.1382186300e+01    1.0296874312e-01    8.1900000000e+03    2.9585937350e+00    9.9855822043e-01
         8   -4.5953183610e+01    2.1130931284e+03   -8.0835227582e+01    3.4882043973e+01   -1.1618024266e+01   -5.1102678690e+01   -2.1242083761e+01    3.1275591357e+00   -1.1366567169e+01    1.0296874312e-01    8.1890000000e+03    2.9526587570e+00    9.9846630448e-01
         9   -4.5987272148e+01    2.1161854834e+03   -8.0954649948e+01    3.4967377799e+01   -1.1643472322e+01   -5.1102678690e+01   -2.1404650104e+01    3.1961511687e+00   -1.1393103304e+01    1.0296874312e-01    8.1900000000e+03    2.9548460090e+00    9.9840506716e-01
        10   -4.5971607111e+01    2.1148280694e+03   -8.0930257447e+01    3.4958650336e+01   -1.1677821594e+01   -5.1102678690e+01   -2.1369369466e+01    3.2196123034e+00   -1.1424395797e+01    1.0296874312e-01    8.1850000000e+03    2.9704945140e+00    9.9838500305e-01
        11   -4.5976948059e+01    2.1152143912e+03   -8.0948691329e+01    3.4971743270e+01   -1.1730661386e+01   -5.1102678690e+01   -2.1253344312e+01    3.1379930597e+00   -1.1476870922e+01    1.0296874312e-01    8.2010000000e+03    2.9802762370e+00    9.9849356236e-01
