                     0              0.341025                 -0.25
                 0.008              0.339038             -0.246769
                 0.016              0.337077             -0.243584
                 0.024              0.335141             -0.240446
                 0.032               0.33323             -0.237355
                  0.04              0.331343             -0.234311
                 0.048               0.32948             -0.231313
                 0.056              0.327642             -0.228362
                 0.064              0.325827             -0.225458
                 0.072              0.324034             -0.222601
                  0.08              0.322265              -0.21979
                 0.088              0.320518             -0.217026
                 0.096              0.318792             -0.214308
                 0.104              0.317089             -0.211638
                 0.112              0.315406             -0.209014
                  0.12              0.313744             -0.206436
                 0.128              0.312103             -0.203906
                 0.136              0.310482             -0.201422
                 0.144               0.30888             -0.198985
                 0.152              0.307298             -0.196595
                  0.16              0.305734             -0.194251
                 0.168               0.30419             -0.191954
                 0.176              0.302663             -0.189704
                 0.184              0.301154               -0.1875
                 0.192              0.299663             -0.185343
                   0.2              0.298189             -0.183233
                 0.208              0.296731              -0.18117
                 0.216               0.29529             -0.179153
                 0.224              0.293864             -0.177183
                 0.232              0.292455              -0.17526
                  0.24               0.29106             -0.173383
                 0.248               0.28968             -0.171554
                 0.256              0.288315              -0.16977
                 0.264              0.286964             -0.168034
                 0.272              0.285626             -0.166344
                  0.28              0.284302             -0.164701
                 0.288              0.282991             -0.163105
                 0.296              0.281693             -0.161556
                 0.304              0.280406             -0.160053
                 0.312              0.279132             -0.158597
                  0.32              0.277868             -0.157187
                 0.328              0.276616             -0.155824
                 0.336              0.275375             -0.154508
                 0.344              0.274144             -0.153239
                 0.352              0.272923             -0.152017
                  0.36              0.271712             -0.150841
                 0.368               0.27051             -0.149712
                 0.376              0.269316             -0.148629
                 0.384              0.268131             -0.147594
                 0.392              0.266955             -0.146605
                   0.4              0.265786             -0.145662
                 0.408              0.264624             -0.144767
                 0.416              0.263469             -0.143918
                 0.424              0.262321             -0.143116
                 0.432              0.261179              -0.14236
                  0.44              0.260043             -0.141652
                 0.448              0.258913              -0.14099
                 0.456              0.257787             -0.140374
                 0.464              0.256667             -0.139806
                 0.472               0.25555             -0.139283
                  0.48              0.254438             -0.138778
                 0.488               0.25333             -0.138274
                 0.496              0.252226             -0.137771
                 0.504              0.251125              -0.13727
                 0.512              0.250029             -0.136771
                  0.52              0.248937             -0.136274
                 0.528              0.247849             -0.135778
                 0.536              0.246765             -0.135283
                 0.544              0.245684             -0.134791
                 0.552              0.244608               -0.1343
                  0.56              0.243536              -0.13381
                 0.568              0.242467             -0.133322
                 0.576              0.241402             -0.132836
                 0.584              0.240342             -0.132351
                 0.592              0.239285             -0.131868
                   0.6              0.238232             -0.131387
                 0.608              0.237183             -0.130907
                 0.616              0.236137             -0.130429
                 0.624              0.235096             -0.129952
                 0.632              0.234058             -0.129477
                  0.64              0.233024             -0.129004
                 0.648              0.231994             -0.128532
                 0.656              0.230968             -0.128062
                 0.664              0.229945             -0.127594
                 0.672              0.228926             -0.127127
                  0.68              0.227911             -0.126662
                 0.688              0.226899             -0.126198
                 0.696              0.225892             -0.125736
                 0.704              0.224888             -0.125276
                 0.712              0.223887             -0.124817
                  0.72              0.222891              -0.12436
                 0.728              0.221898             -0.123904
                 0.736              0.220908              -0.12345
                 0.744              0.219922             -0.122998
                 0.752               0.21894             -0.122547
                  0.76              0.217962             -0.122098
                 0.768              0.216987             -0.121651
                 0.776              0.216015             -0.121205
                 0.784              0.215047             -0.120761
                 0.792              0.214083             -0.120318
                   0.8              0.213122             -0.119877
                 0.808              0.212165             -0.119438
                 0.816              0.211211                -0.119
                 0.824              0.210261             -0.118564
                 0.832              0.209314             -0.118129
                  0.84              0.208371             -0.117696
                 0.848              0.207431             -0.117265
                 0.856              0.206495             -0.116835
                 0.864              0.205562             -0.116407
                 0.872              0.204632             -0.115981
                  0.88              0.203706             -0.115556
                 0.888              0.202783             -0.115133
                 0.896              0.201864             -0.114711
                 0.904              0.200948             -0.114291
                 0.912              0.200035             -0.113873
                  0.92              0.199126             -0.113456
                 0.928               0.19822             -0.113041
                 0.936              0.197317             -0.112627
                 0.944              0.196418             -0.112215
                 0.952              0.195522             -0.111803
                  0.96              0.194629              -0.11139
                 0.968               0.19374             -0.110977
                 0.976              0.192853             -0.110564
                 0.984              0.191971             -0.110149
                 0.992              0.191091             -0.109735
                     1              0.190215             -0.109319
                 1.008              0.189342             -0.108903
                 1.016              0.188472             -0.108487
                 1.024              0.187606              -0.10807
                 1.032              0.186743             -0.107653
                  1.04              0.185884             -0.107235
                 1.048              0.185027             -0.106816
                 1.056              0.184175             -0.106397
                 1.064              0.183325             -0.105978
                 1.072              0.182479             -0.105558
                  1.08              0.181636             -0.105137
                 1.088              0.180797             -0.104716
                 1.096              0.179961             -0.104294
                 1.104              0.179128             -0.103872
                 1.112              0.178299             -0.103449
                  1.12              0.177473             -0.103026
                 1.128               0.17665             -0.102602
                 1.136              0.175831             -0.102178
                 1.144              0.175015             -0.101753
                 1.152              0.174203             -0.101328
                  1.16              0.173394             -0.100902
                 1.168              0.172589             -0.100475
                 1.176              0.171787             -0.100048
                 1.184              0.170988            -0.0996206
                 1.192              0.170193            -0.0991926
                   1.2              0.169401             -0.098764
                 1.208              0.168613            -0.0983349
                 1.216              0.167828            -0.0979052
                 1.224              0.167046            -0.0974751
                 1.232              0.166268            -0.0970444
                  1.24              0.165493            -0.0966131
                 1.248              0.164722            -0.0961814
                 1.256              0.163954            -0.0957491
                 1.264               0.16319            -0.0953163
                 1.272              0.162429            -0.0948829
                  1.28              0.161672             -0.094449
                 1.288              0.160918            -0.0940146
                 1.296              0.160168            -0.0935796
                 1.304              0.159421            -0.0931442
