#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            LocalECP            NonLocalECP         BlockWeight         BlockCPU            AcceptRatio         
         0   -4.6119589586e+01    2.1313316342e+03   -6.4936860718e+01    1.8817271132e+01    3.0689206523e+01   -1.0386608477e+02    8.2400175321e+00    2.1760000000e+05    2.6857771330e-01    4.9803580381e-01
         1   -4.6123926811e+01    2.1318278990e+03   -6.4976305116e+01    1.8852378304e+01    3.0715952392e+01   -1.0393501658e+02    8.2427590702e+00    2.1760000000e+05    2.6849363481e-01    4.9746219084e-01
         2   -4.6129258423e+01    2.1322877520e+03   -6.4890418078e+01    1.8761159655e+01    3.0650991078e+01   -1.0381087344e+02    8.2694642813e+00    2.1760000000e+05    2.6898241087e-01    4.9813398229e-01
         3   -4.6109862612e+01    2.1306933367e+03   -6.4885876553e+01    1.8776013941e+01    3.0664694896e+01   -1.0375430397e+02    8.2037325253e+00    2.1760000000e+05    2.6838773314e-01    4.9850142045e-01
         4   -4.6138316377e+01    2.1329732323e+03   -6.4904325188e+01    1.8766008811e+01    3.0635286139e+01   -1.0371493183e+02    8.1753205005e+00    2.1760000000e+05    2.6838247916e-01    4.9813586230e-01
         5   -4.6131947315e+01    2.1324040825e+03   -6.4953740808e+01    1.8821793493e+01    3.0687545447e+01   -1.0387475668e+02    8.2334704218e+00    2.1760000000e+05    2.6910208341e-01    4.9777113971e-01
         6   -4.6113826501e+01    2.1309436660e+03   -6.4919730594e+01    1.8805904094e+01    3.0689960843e+01   -1.0378942741e+02    8.1797359767e+00    2.1760000000e+05    2.6847043151e-01    4.9811392881e-01
         7   -4.6115360814e+01    2.1312293656e+03   -6.4917984016e+01    1.8802623201e+01    3.0698317064e+01   -1.0384612480e+02    8.2298237159e+00    2.1760000000e+05    2.6849593134e-01    4.9788686497e-01
         8   -4.6112518420e+01    2.1311945911e+03   -6.4872454576e+01    1.8759936156e+01    3.0675533325e+01   -1.0386991152e+02    8.3219236167e+00    2.1760000000e+05    2.6920442371e-01    4.9857369652e-01
         9   -4.6123532172e+01    2.1317625037e+03   -6.4973001291e+01    1.8849469119e+01    3.0694790065e+01   -1.0387620605e+02    8.2084146900e+00    2.1760000000e+05    2.6844160916e-01    4.9760924967e-01
        10   -4.6117176478e+01    2.1314123327e+03   -6.4911297459e+01    1.8794120981e+01    3.0677477290e+01   -1.0384425769e+02    8.2554829364e+00    2.1760000000e+05    2.6845293054e-01    4.9814714238e-01
        11   -4.6111592024e+01    2.1307895280e+03   -6.4960615904e+01    1.8849023880e+01    3.0696525664e+01   -1.0387123509e+02    8.2140935185e+00    2.1760000000e+05    2.6914949233e-01    4.9784174465e-01
        12   -4.6115409654e+01    2.1313651727e+03   -6.4886563513e+01    1.8771153859e+01    3.0676992317e+01   -1.0379454775e+02    8.2309919206e+00    2.1760000000e+05    2.6845979954e-01    4.9822422293e-01
        13   -4.6119137183e+01    2.1312923686e+03   -6.4895665688e+01    1.8776528506e+01    3.0668605496e+01   -1.0376601039e+02    8.2017392105e+00    2.1760000000e+05    2.6842735050e-01    4.9841807320e-01
        14   -4.6113181393e+01    2.1309118935e+03   -6.4912659999e+01    1.8799478607e+01    3.0678607642e+01   -1.0380341104e+02    8.2121433970e+00    2.1760000000e+05    2.6908289071e-01    4.9806692848e-01
