#  Lmax = 1 nonlocal L channels1
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       2.398018095866e-02       0.000000000000e+00
1.921000000000e-02       2.068274626559e-01       0.000000000000e+00
3.621000000000e-02       3.822676962300e-01       0.000000000000e+00
5.321000000000e-02       5.446413607145e-01       0.000000000000e+00
7.021000000000e-02       6.894753683840e-01       0.000000000000e+00
8.721000000000e-02       8.136689585135e-01       0.000000000000e+00
1.042100000000e-01       9.155588532738e-01       0.000000000000e+00
1.212100000000e-01       9.948668049143e-01       0.000000000000e+00
1.382100000000e-01       1.052546406806e+00       0.000000000000e+00
1.552100000000e-01       1.090552674457e+00       0.000000000000e+00
1.722100000000e-01       1.111564424130e+00       0.000000000000e+00
1.892100000000e-01       1.118690399078e+00       0.000000000000e+00
2.062100000000e-01       1.115187395535e+00       0.000000000000e+00
2.232100000000e-01       1.104213964617e+00       0.000000000000e+00
2.402100000000e-01       1.088635744668e+00       0.000000000000e+00
2.572100000000e-01       1.070890904336e+00       0.000000000000e+00
2.742100000000e-01       1.052916374075e+00       0.000000000000e+00
2.912100000000e-01       1.036129837692e+00       0.000000000000e+00
3.082100000000e-01       1.021457138382e+00       0.000000000000e+00
3.252100000000e-01       1.009392988527e+00       0.000000000000e+00
3.422100000000e-01       1.000081746476e+00       0.000000000000e+00
3.592100000000e-01       9.934060549874e-01       0.000000000000e+00
3.762100000000e-01       9.890734593477e-01       0.000000000000e+00
3.932100000000e-01       9.866934435201e-01       0.000000000000e+00
4.102100000000e-01       9.858404994638e-01       0.000000000000e+00
4.272100000000e-01       9.861012683419e-01       0.000000000000e+00
4.442100000000e-01       9.871060231565e-01       0.000000000000e+00
4.612100000000e-01       9.885462200419e-01       0.000000000000e+00
4.782100000000e-01       9.901808156284e-01       0.000000000000e+00
4.952100000000e-01       9.918343076361e-01       0.000000000000e+00
5.122100000000e-01       9.933894138561e-01       0.000000000000e+00
5.292100000000e-01       9.947769178438e-01       0.000000000000e+00
5.462100000000e-01       9.959646205533e-01       0.000000000000e+00
5.632100000000e-01       9.969468271591e-01       0.000000000000e+00
5.802100000000e-01       9.977351945544e-01       0.000000000000e+00
5.972100000000e-01       9.983513561328e-01       0.000000000000e+00
6.142100000000e-01       9.988213932401e-01       0.000000000000e+00
6.312100000000e-01       9.991720003345e-01       0.000000000000e+00
6.482100000000e-01       9.994280744771e-01       0.000000000000e+00
6.652100000000e-01       9.996114105536e-01       0.000000000000e+00
6.822100000000e-01       9.997401931648e-01       0.000000000000e+00
6.992100000000e-01       9.998290134956e-01       0.000000000000e+00
7.162100000000e-01       9.998891975980e-01       0.000000000000e+00
7.332100000000e-01       9.999292833233e-01       0.000000000000e+00
7.502100000000e-01       9.999555392926e-01       0.000000000000e+00
7.672100000000e-01       9.999724578845e-01       0.000000000000e+00
7.842100000000e-01       9.999831863688e-01       0.000000000000e+00
8.012100000000e-01       9.999898833598e-01       0.000000000000e+00
8.182100000000e-01       9.999939995619e-01       0.000000000000e+00
8.352100000000e-01       9.999964912100e-01       0.000000000000e+00
8.522100000000e-01       9.999979769435e-01       0.000000000000e+00
8.692100000000e-01       9.999988497765e-01       0.000000000000e+00
8.862100000000e-01       9.999993550589e-01       0.000000000000e+00
9.032100000000e-01       9.999996433356e-01       0.000000000000e+00
9.202100000000e-01       9.999998054472e-01       0.000000000000e+00
9.372100000000e-01       9.999998953155e-01       0.000000000000e+00
9.542100000000e-01       9.999999444316e-01       0.000000000000e+00
9.712100000000e-01       9.999999708997e-01       0.000000000000e+00
9.882100000000e-01       9.999999849645e-01       0.000000000000e+00
1.005210000000e+00       9.999999923349e-01       0.000000000000e+00
1.022210000000e+00       9.999999961443e-01       0.000000000000e+00
1.039210000000e+00       9.999999980861e-01       0.000000000000e+00
1.056210000000e+00       9.999999990625e-01       0.000000000000e+00
1.073210000000e+00       9.999999995468e-01       0.000000000000e+00
1.090210000000e+00       9.999999997838e-01       0.000000000000e+00
1.107210000000e+00       9.999999998982e-01       0.000000000000e+00
1.124210000000e+00       9.999999999527e-01       0.000000000000e+00
1.141210000000e+00       9.999999999783e-01       0.000000000000e+00
1.158210000000e+00       9.999999999902e-01       0.000000000000e+00
1.175210000000e+00       9.999999999956e-01       0.000000000000e+00
1.192210000000e+00       9.999999999981e-01       0.000000000000e+00
1.209210000000e+00       9.999999999992e-01       0.000000000000e+00
1.226210000000e+00       9.999999999996e-01       0.000000000000e+00
1.243210000000e+00       9.999999999998e-01       0.000000000000e+00
1.260210000000e+00       9.999999999999e-01       0.000000000000e+00
1.277210000000e+00       1.000000000000e+00       0.000000000000e+00
1.294210000000e+00       1.000000000000e+00       0.000000000000e+00
1.311210000000e+00       1.000000000000e+00       0.000000000000e+00
1.328210000000e+00       1.000000000000e+00       0.000000000000e+00
1.345210000000e+00       1.000000000000e+00       0.000000000000e+00
1.362210000000e+00       1.000000000000e+00       0.000000000000e+00
1.379210000000e+00       1.000000000000e+00       0.000000000000e+00
1.396210000000e+00       1.000000000000e+00       0.000000000000e+00
1.413210000000e+00       1.000000000000e+00       0.000000000000e+00
1.430210000000e+00       1.000000000000e+00       0.000000000000e+00
